  6.99800E-04   6.57011E-04   7.44939E-04   7.46235E-04   8.53940E-04   8.84031E-04   1.00772E-03   1.06273E-03   1.19840E-03   1.27362E-03   1.41634E-03   1.50698E-03   1.65241E-03   1.75389E-03   1.89827E-03   2.00633E-03   2.14637E-03   2.25655E-03   2.38889E-03   2.49496E-03   2.61241E-03   2.70597E-03   2.80112E-03   2.86584E-03   2.91075E-03   2.91370E-03   2.88420E-03   2.80204E-03   2.65875E-03   2.43411E-03   2.13327E-03   1.76673E-03   1.35635E-03   9.23752E-04   5.08363E-04   1.74170E-04   8.15698E-06   9.78904E-05   5.06208E-04   1.25435E-03   2.32043E-03   3.65149E-03   5.18002E-03   6.83829E-03   8.56619E-03   1.03140E-02   1.20423E-02   1.37214E-02   1.53296E-02   1.68525E-02   1.82814E-02   1.96114E-02   2.08408E-02   2.19689E-02   2.29960E-02   2.39227E-02   2.47490E-02   2.54749E-02   2.60997E-02   2.66227E-02   2.70428E-02   2.73591E-02   2.75705E-02   2.76764E-02   2.76764E-02   2.75705E-02   2.73591E-02   2.70428E-02   2.66227E-02   2.60997E-02   2.54749E-02   2.47490E-02   2.39227E-02   2.29960E-02   2.19689E-02   2.08408E-02   1.96114E-02   1.82814E-02   1.68525E-02   1.53296E-02   1.37214E-02   1.20423E-02   1.03140E-02   8.56619E-03   6.83829E-03   5.18002E-03   3.65149E-03   2.32043E-03   1.25435E-03   5.06208E-04   9.78904E-05   8.15698E-06   1.74170E-04   5.08363E-04   9.23752E-04   1.35635E-03   1.76673E-03   2.13327E-03   2.43411E-03   2.65875E-03   2.80204E-03   2.88420E-03   2.91370E-03   2.91075E-03   2.86584E-03   2.80112E-03   2.70597E-03   2.61241E-03   2.49496E-03   2.38889E-03   2.25655E-03   2.14637E-03   2.00633E-03   1.89827E-03   1.75389E-03   1.65241E-03   1.50698E-03   1.41634E-03   1.27362E-03   1.19840E-03   1.06273E-03   1.00772E-03   8.84031E-04   8.53940E-04   7.46235E-04   7.44939E-04   6.57011E-04   6.99800E-04
  8.65901E-04   7.42186E-04   7.66704E-04   6.66453E-04   6.92437E-04   6.26763E-04   6.66752E-04   6.31803E-04   6.86899E-04   6.75536E-04   7.38724E-04   7.39918E-04   8.02431E-04   8.06832E-04   8.61806E-04   8.64167E-04   9.09281E-04   9.09541E-04   9.47582E-04   9.50540E-04   9.88666E-04   1.00278E-03   1.05120E-03   1.08721E-03   1.15788E-03   1.22755E-03   1.33301E-03   1.44800E-03   1.60010E-03   1.77061E-03   1.97902E-03   2.21220E-03   2.48270E-03   2.78119E-03   3.11447E-03   3.47573E-03   3.86762E-03   4.28549E-03   4.73007E-03   5.19964E-03   5.69577E-03   6.22134E-03   6.78194E-03   7.38741E-03   8.05067E-03   8.79092E-03   9.62932E-03   1.05899E-02   1.16906E-02   1.29422E-02   1.43399E-02   1.58688E-02   1.75029E-02   1.92190E-02   2.09955E-02   2.28165E-02   2.46569E-02   2.64791E-02   2.82236E-02   2.98209E-02   3.11966E-02   3.22867E-02   3.30405E-02   3.34255E-02   3.34255E-02   3.30405E-02   3.22867E-02   3.11966E-02   2.98209E-02   2.82236E-02   2.64791E-02   2.46569E-02   2.28165E-02   2.09955E-02   1.92190E-02   1.75029E-02   1.58688E-02   1.43399E-02   1.29422E-02   1.16906E-02   1.05899E-02   9.62932E-03   8.79092E-03   8.05067E-03   7.38741E-03   6.78194E-03   6.22134E-03   5.69577E-03   5.19964E-03   4.73007E-03   4.28549E-03   3.86762E-03   3.47573E-03   3.11447E-03   2.78119E-03   2.48270E-03   2.21220E-03   1.97902E-03   1.77061E-03   1.60010E-03   1.44800E-03   1.33301E-03   1.22755E-03   1.15788E-03   1.08721E-03   1.05120E-03   1.00278E-03   9.88666E-04   9.50540E-04   9.47582E-04   9.09541E-04   9.09281E-04   8.64167E-04   8.61806E-04   8.06832E-04   8.02431E-04   7.39918E-04   7.38724E-04   6.75536E-04   6.86899E-04   6.31803E-04   6.66752E-04   6.26763E-04   6.92437E-04   6.66453E-04   7.66704E-04   7.42186E-04   8.65901E-04
  6.83328E-04   6.83465E-04   8.44939E-04   9.34333E-04   1.05026E-03   1.07374E-03   1.24602E-03   1.37048E-03   1.48668E-03   1.47060E-03   1.58249E-03   1.65668E-03   1.72038E-03   1.63686E-03   1.63354E-03   1.63336E-03   1.68938E-03   1.66347E-03   1.72816E-03   1.84995E-03   2.07532E-03   2.24174E-03   2.46144E-03   2.71540E-03   3.08219E-03   3.42998E-03   3.84034E-03   4.27327E-03   4.79813E-03   5.30962E-03   5.86928E-03   6.42400E-03   7.03257E-03   7.63026E-03   8.25851E-03   8.84652E-03   9.41569E-03   9.93705E-03   1.04678E-02   1.09682E-02   1.14242E-02   1.17921E-02   1.21181E-02   1.24246E-02   1.27310E-02   1.29936E-02   1.32058E-02   1.33862E-02   1.35939E-02   1.38417E-02   1.41120E-02   1.43726E-02   1.46416E-02   1.49500E-02   1.53117E-02   1.56921E-02   1.60598E-02   1.64062E-02   1.67451E-02   1.70691E-02   1.73534E-02   1.75698E-02   1.77108E-02   1.77790E-02   1.77790E-02   1.77108E-02   1.75698E-02   1.73534E-02   1.70691E-02   1.67451E-02   1.64062E-02   1.60598E-02   1.56921E-02   1.53117E-02   1.49500E-02   1.46416E-02   1.43726E-02   1.41120E-02   1.38417E-02   1.35939E-02   1.33862E-02   1.32058E-02   1.29936E-02   1.27310E-02   1.24246E-02   1.21181E-02   1.17921E-02   1.14242E-02   1.09682E-02   1.04678E-02   9.93705E-03   9.41569E-03   8.84652E-03   8.25851E-03   7.63026E-03   7.03257E-03   6.42400E-03   5.86928E-03   5.30962E-03   4.79813E-03   4.27327E-03   3.84034E-03   3.42998E-03   3.08219E-03   2.71540E-03   2.46144E-03   2.24174E-03   2.07532E-03   1.84995E-03   1.72816E-03   1.66347E-03   1.68938E-03   1.63336E-03   1.63354E-03   1.63686E-03   1.72038E-03   1.65668E-03   1.58249E-03   1.47060E-03   1.48668E-03   1.37048E-03   1.24602E-03   1.07374E-03   1.05026E-03   9.34333E-04   8.44939E-04   6.83465E-04   6.83328E-04
  5.21176E-04   5.75098E-04   7.14462E-04   7.54902E-04   8.71939E-04   9.88907E-04   1.20888E-03   1.37346E-03   1.54514E-03   1.70243E-03   1.95896E-03   2.21999E-03   2.51567E-03   2.75419E-03   3.04572E-03   3.32585E-03   3.67671E-03   4.00390E-03   4.36302E-03   4.64500E-03   4.93265E-03   5.18496E-03   5.53299E-03   5.87093E-03   6.20680E-03   6.40164E-03   6.58561E-03   6.77629E-03   7.08522E-03   7.36624E-03   7.58940E-03   7.67393E-03   7.77864E-03   7.94684E-03   8.24339E-03   8.52961E-03   8.76193E-03   8.88466E-03   9.01603E-03   9.20730E-03   9.51916E-03   9.86805E-03   1.02126E-02   1.04865E-02   1.07365E-02   1.09867E-02   1.13008E-02   1.16622E-02   1.20641E-02   1.24494E-02   1.28053E-02   1.31074E-02   1.33813E-02   1.36389E-02   1.39238E-02   1.42483E-02   1.46038E-02   1.49070E-02   1.50806E-02   1.51181E-02   1.51363E-02   1.52570E-02   1.54867E-02   1.56790E-02   1.56790E-02   1.54867E-02   1.52570E-02   1.51363E-02   1.51181E-02   1.50806E-02   1.49070E-02   1.46038E-02   1.42483E-02   1.39238E-02   1.36389E-02   1.33813E-02   1.31074E-02   1.28053E-02   1.24494E-02   1.20641E-02   1.16622E-02   1.13008E-02   1.09867E-02   1.07365E-02   1.04865E-02   1.02126E-02   9.86805E-03   9.51916E-03   9.20730E-03   9.01603E-03   8.88466E-03   8.76193E-03   8.52961E-03   8.24339E-03   7.94684E-03   7.77864E-03   7.67393E-03   7.58940E-03   7.36624E-03   7.08522E-03   6.77629E-03   6.58561E-03   6.40164E-03   6.20680E-03   5.87093E-03   5.53299E-03   5.18496E-03   4.93265E-03   4.64500E-03   4.36302E-03   4.00390E-03   3.67671E-03   3.32585E-03   3.04572E-03   2.75419E-03   2.51567E-03   2.21999E-03   1.95896E-03   1.70243E-03   1.54514E-03   1.37346E-03   1.20888E-03   9.88907E-04   8.71939E-04   7.54902E-04   7.14462E-04   5.75098E-04   5.21176E-04
  1.24044E-03   1.22892E-03   1.51020E-03   1.61900E-03   1.73035E-03   1.63916E-03   1.82074E-03   1.96598E-03   2.19127E-03   2.24839E-03   2.35465E-03   2.42322E-03   2.58627E-03   2.67522E-03   2.80900E-03   2.91090E-03   3.09749E-03   3.26221E-03   3.45861E-03   3.61561E-03   3.82724E-03   4.05646E-03   4.34784E-03   4.61863E-03   4.89484E-03   5.14386E-03   5.44677E-03   5.79134E-03   6.21688E-03   6.64324E-03   7.06184E-03   7.40584E-03   7.72804E-03   8.03866E-03   8.42049E-03   8.85913E-03   9.36365E-03   9.84832E-03   1.02849E-02   1.06125E-02   1.08750E-02   1.10991E-02   1.13750E-02   1.17087E-02   1.21022E-02   1.24643E-02   1.27467E-02   1.29017E-02   1.29839E-02   1.30472E-02   1.31672E-02   1.33401E-02   1.35443E-02   1.37153E-02   1.38322E-02   1.38853E-02   1.39080E-02   1.39192E-02   1.39444E-02   1.39830E-02   1.40373E-02   1.40953E-02   1.41478E-02   1.41789E-02   1.41789E-02   1.41478E-02   1.40953E-02   1.40373E-02   1.39830E-02   1.39444E-02   1.39192E-02   1.39080E-02   1.38853E-02   1.38322E-02   1.37153E-02   1.35443E-02   1.33401E-02   1.31672E-02   1.30472E-02   1.29839E-02   1.29017E-02   1.27467E-02   1.24643E-02   1.21022E-02   1.17087E-02   1.13750E-02   1.10991E-02   1.08750E-02   1.06125E-02   1.02849E-02   9.84832E-03   9.36365E-03   8.85913E-03   8.42049E-03   8.03866E-03   7.72804E-03   7.40584E-03   7.06184E-03   6.64324E-03   6.21688E-03   5.79134E-03   5.44677E-03   5.14386E-03   4.89484E-03   4.61863E-03   4.34784E-03   4.05646E-03   3.82724E-03   3.61561E-03   3.45861E-03   3.26221E-03   3.09749E-03   2.91090E-03   2.80900E-03   2.67522E-03   2.58627E-03   2.42322E-03   2.35465E-03   2.24839E-03   2.19127E-03   1.96598E-03   1.82074E-03   1.63916E-03   1.73035E-03   1.61900E-03   1.51020E-03   1.22892E-03   1.24044E-03
  9.38639E-04   9.33570E-04   1.11313E-03   1.17241E-03   1.33715E-03   1.34546E-03   1.48723E-03   1.57893E-03   1.76416E-03   1.85018E-03   2.03153E-03   2.19163E-03   2.41625E-03   2.57107E-03   2.75376E-03   2.90834E-03   3.12993E-03   3.36488E-03   3.67572E-03   3.96910E-03   4.25223E-03   4.47300E-03   4.71893E-03   4.97678E-03   5.29308E-03   5.62514E-03   6.00593E-03   6.37100E-03   6.73773E-03   7.06605E-03   7.39698E-03   7.69429E-03   7.99271E-03   8.27349E-03   8.58711E-03   8.90785E-03   9.25460E-03   9.57990E-03   9.90632E-03   1.02116E-02   1.05292E-02   1.08331E-02   1.11423E-02   1.14327E-02   1.17257E-02   1.20021E-02   1.22830E-02   1.25556E-02   1.28362E-02   1.30951E-02   1.33233E-02   1.34911E-02   1.36160E-02   1.37103E-02   1.38099E-02   1.39176E-02   1.40368E-02   1.41450E-02   1.42317E-02   1.42819E-02   1.43006E-02   1.42942E-02   1.42799E-02   1.42689E-02   1.42689E-02   1.42799E-02   1.42942E-02   1.43006E-02   1.42819E-02   1.42317E-02   1.41450E-02   1.40368E-02   1.39176E-02   1.38099E-02   1.37103E-02   1.36160E-02   1.34911E-02   1.33233E-02   1.30951E-02   1.28362E-02   1.25556E-02   1.22830E-02   1.20021E-02   1.17257E-02   1.14327E-02   1.11423E-02   1.08331E-02   1.05292E-02   1.02116E-02   9.90632E-03   9.57990E-03   9.25460E-03   8.90785E-03   8.58711E-03   8.27349E-03   7.99271E-03   7.69429E-03   7.39698E-03   7.06605E-03   6.73773E-03   6.37100E-03   6.00593E-03   5.62514E-03   5.29308E-03   4.97678E-03   4.71893E-03   4.47300E-03   4.25223E-03   3.96910E-03   3.67572E-03   3.36488E-03   3.12993E-03   2.90834E-03   2.75376E-03   2.57107E-03   2.41625E-03   2.19163E-03   2.03153E-03   1.85018E-03   1.76416E-03   1.57893E-03   1.48723E-03   1.34546E-03   1.33715E-03   1.17241E-03   1.11313E-03   9.33570E-04   9.38639E-04
  1.00389E-03   9.65307E-04   1.15434E-03   1.24155E-03   1.40620E-03   1.43527E-03   1.63389E-03   1.71062E-03   1.85955E-03   1.96341E-03   2.15592E-03   2.30118E-03   2.52980E-03   2.74224E-03   2.98277E-03   3.15536E-03   3.33151E-03   3.48121E-03   3.68926E-03   3.91808E-03   4.17703E-03   4.40991E-03   4.66114E-03   4.91579E-03   5.18860E-03   5.44588E-03   5.71979E-03   6.00167E-03   6.31246E-03   6.61677E-03   6.93391E-03   7.24370E-03   7.57103E-03   7.88859E-03   8.21734E-03   8.53898E-03   8.87937E-03   9.21254E-03   9.54913E-03   9.86050E-03   1.01672E-02   1.04555E-02   1.07503E-02   1.10380E-02   1.13401E-02   1.16388E-02   1.19451E-02   1.22389E-02   1.25448E-02   1.28624E-02   1.32037E-02   1.35241E-02   1.37980E-02   1.40067E-02   1.41890E-02   1.43667E-02   1.45515E-02   1.47192E-02   1.48679E-02   1.49974E-02   1.51122E-02   1.51941E-02   1.52359E-02   1.52470E-02   1.52470E-02   1.52359E-02   1.51941E-02   1.51122E-02   1.49974E-02   1.48679E-02   1.47192E-02   1.45515E-02   1.43667E-02   1.41890E-02   1.40067E-02   1.37980E-02   1.35241E-02   1.32037E-02   1.28624E-02   1.25448E-02   1.22389E-02   1.19451E-02   1.16388E-02   1.13401E-02   1.10380E-02   1.07503E-02   1.04555E-02   1.01672E-02   9.86050E-03   9.54913E-03   9.21254E-03   8.87937E-03   8.53898E-03   8.21734E-03   7.88859E-03   7.57103E-03   7.24370E-03   6.93391E-03   6.61677E-03   6.31246E-03   6.00167E-03   5.71979E-03   5.44588E-03   5.18860E-03   4.91579E-03   4.66114E-03   4.40991E-03   4.17703E-03   3.91808E-03   3.68926E-03   3.48121E-03   3.33151E-03   3.15536E-03   2.98277E-03   2.74224E-03   2.52980E-03   2.30118E-03   2.15592E-03   1.96341E-03   1.85955E-03   1.71062E-03   1.63389E-03   1.43527E-03   1.40620E-03   1.24155E-03   1.15434E-03   9.65307E-04   1.00389E-03
  1.17046E-03   1.12380E-03   1.25857E-03   1.22644E-03   1.42554E-03   1.49562E-03   1.66430E-03   1.76703E-03   1.89340E-03   1.91869E-03   2.09735E-03   2.23910E-03   2.43164E-03   2.59858E-03   2.81770E-03   2.99855E-03   3.21108E-03   3.40326E-03   3.60491E-03   3.77240E-03   3.97485E-03   4.19925E-03   4.46471E-03   4.72245E-03   4.99284E-03   5.25984E-03   5.54583E-03   5.82847E-03   6.12400E-03   6.42195E-03   6.74223E-03   7.06805E-03   7.40630E-03   7.73533E-03   8.07392E-03   8.41365E-03   8.77644E-03   9.13900E-03   9.50533E-03   9.84773E-03   1.01795E-02   1.04864E-02   1.07869E-02   1.10706E-02   1.13611E-02   1.16557E-02   1.19720E-02   1.22903E-02   1.26075E-02   1.29050E-02   1.31996E-02   1.34971E-02   1.38131E-02   1.41270E-02   1.44192E-02   1.46594E-02   1.48508E-02   1.50058E-02   1.51532E-02   1.52994E-02   1.54402E-02   1.55552E-02   1.56334E-02   1.56708E-02   1.56708E-02   1.56334E-02   1.55552E-02   1.54402E-02   1.52994E-02   1.51532E-02   1.50058E-02   1.48508E-02   1.46594E-02   1.44192E-02   1.41270E-02   1.38131E-02   1.34971E-02   1.31996E-02   1.29050E-02   1.26075E-02   1.22903E-02   1.19720E-02   1.16557E-02   1.13611E-02   1.10706E-02   1.07869E-02   1.04864E-02   1.01795E-02   9.84773E-03   9.50533E-03   9.13900E-03   8.77644E-03   8.41365E-03   8.07392E-03   7.73533E-03   7.40630E-03   7.06805E-03   6.74223E-03   6.42195E-03   6.12400E-03   5.82847E-03   5.54583E-03   5.25984E-03   4.99284E-03   4.72245E-03   4.46471E-03   4.19925E-03   3.97485E-03   3.77240E-03   3.60491E-03   3.40326E-03   3.21108E-03   2.99855E-03   2.81770E-03   2.59858E-03   2.43164E-03   2.23910E-03   2.09735E-03   1.91869E-03   1.89340E-03   1.76703E-03   1.66430E-03   1.49562E-03   1.42554E-03   1.22644E-03   1.25857E-03   1.12380E-03   1.17046E-03
  1.31747E-03   1.24064E-03   1.39492E-03   1.37769E-03   1.54181E-03   1.56110E-03   1.70066E-03   1.76369E-03   1.92425E-03   1.99231E-03   2.15853E-03   2.25436E-03   2.41027E-03   2.55084E-03   2.76659E-03   2.95771E-03   3.16465E-03   3.36691E-03   3.61392E-03   3.84445E-03   4.07793E-03   4.30023E-03   4.55399E-03   4.82377E-03   5.12218E-03   5.42962E-03   5.75764E-03   6.08394E-03   6.41336E-03   6.73234E-03   7.06322E-03   7.40112E-03   7.75757E-03   8.11715E-03   8.49233E-03   8.87133E-03   9.25888E-03   9.63037E-03   9.98960E-03   1.03233E-02   1.06487E-02   1.09569E-02   1.12618E-02   1.15469E-02   1.18174E-02   1.20533E-02   1.22645E-02   1.24474E-02   1.26282E-02   1.28115E-02   1.30124E-02   1.32147E-02   1.34139E-02   1.35941E-02   1.37635E-02   1.39207E-02   1.40732E-02   1.42124E-02   1.43389E-02   1.44470E-02   1.45381E-02   1.46066E-02   1.46520E-02   1.46734E-02   1.46734E-02   1.46520E-02   1.46066E-02   1.45381E-02   1.44470E-02   1.43389E-02   1.42124E-02   1.40732E-02   1.39207E-02   1.37635E-02   1.35941E-02   1.34139E-02   1.32147E-02   1.30124E-02   1.28115E-02   1.26282E-02   1.24474E-02   1.22645E-02   1.20533E-02   1.18174E-02   1.15469E-02   1.12618E-02   1.09569E-02   1.06487E-02   1.03233E-02   9.98960E-03   9.63037E-03   9.25888E-03   8.87133E-03   8.49233E-03   8.11715E-03   7.75757E-03   7.40112E-03   7.06322E-03   6.73234E-03   6.41336E-03   6.08394E-03   5.75764E-03   5.42962E-03   5.12218E-03   4.82377E-03   4.55399E-03   4.30023E-03   4.07793E-03   3.84445E-03   3.61392E-03   3.36691E-03   3.16465E-03   2.95771E-03   2.76659E-03   2.55084E-03   2.41027E-03   2.25436E-03   2.15853E-03   1.99231E-03   1.92425E-03   1.76369E-03   1.70066E-03   1.56110E-03   1.54181E-03   1.37769E-03   1.39492E-03   1.24064E-03   1.31747E-03
  1.26088E-03   1.19736E-03   1.33791E-03   1.31687E-03   1.48119E-03   1.49902E-03   1.64146E-03   1.69949E-03   1.84879E-03   1.92889E-03   2.07198E-03   2.14675E-03   2.27491E-03   2.39474E-03   2.57558E-03   2.75102E-03   2.95772E-03   3.15249E-03   3.36270E-03   3.57606E-03   3.81650E-03   4.06362E-03   4.31729E-03   4.56848E-03   4.83308E-03   5.10702E-03   5.39646E-03   5.69056E-03   5.99257E-03   6.29537E-03   6.60898E-03   6.92756E-03   7.25889E-03   7.59529E-03   7.95040E-03   8.32496E-03   8.73294E-03   9.16248E-03   9.61108E-03   1.00583E-02   1.05050E-02   1.09356E-02   1.13525E-02   1.17372E-02   1.20920E-02   1.24049E-02   1.26910E-02   1.29518E-02   1.32052E-02   1.34414E-02   1.36605E-02   1.38484E-02   1.40170E-02   1.41702E-02   1.43243E-02   1.44745E-02   1.46222E-02   1.47554E-02   1.48700E-02   1.49552E-02   1.50129E-02   1.50462E-02   1.50652E-02   1.50737E-02   1.50737E-02   1.50652E-02   1.50462E-02   1.50129E-02   1.49552E-02   1.48700E-02   1.47554E-02   1.46222E-02   1.44745E-02   1.43243E-02   1.41702E-02   1.40170E-02   1.38484E-02   1.36605E-02   1.34414E-02   1.32052E-02   1.29518E-02   1.26910E-02   1.24049E-02   1.20920E-02   1.17372E-02   1.13525E-02   1.09356E-02   1.05050E-02   1.00583E-02   9.61108E-03   9.16248E-03   8.73294E-03   8.32496E-03   7.95040E-03   7.59529E-03   7.25889E-03   6.92756E-03   6.60898E-03   6.29537E-03   5.99257E-03   5.69056E-03   5.39646E-03   5.10702E-03   4.83308E-03   4.56848E-03   4.31729E-03   4.06362E-03   3.81650E-03   3.57606E-03   3.36270E-03   3.15249E-03   2.95772E-03   2.75102E-03   2.57558E-03   2.39474E-03   2.27491E-03   2.14675E-03   2.07198E-03   1.92889E-03   1.84879E-03   1.69949E-03   1.64146E-03   1.49902E-03   1.48119E-03   1.31687E-03   1.33791E-03   1.19736E-03   1.26088E-03
