# step time iz imu ivpar real_calculate_rhs imag_calculate_rhs
         800   2.39999999999998E+00        1        1        1   2.34165343547064E-05   1.16783004593938E-05
         800   2.39999999999998E+00        1        1        2   3.62432289021263E-05  -8.44440830441525E-06
         800   2.39999999999998E+00        1        1        3   2.83378372196935E-05   2.34840885864954E-05
         800   2.39999999999998E+00        1        1        4  -2.45881580381512E-05  -1.36322911758946E-05
         800   2.39999999999998E+00        1        1        5  -8.38681095752212E-06   4.66375410295083E-05
         800   2.39999999999998E+00        1        1        6  -6.99587230624010E-06   3.61494381830938E-05
         800   2.39999999999998E+00        1        1        7  -3.54320375036326E-05  -4.04644302231658E-07
         800   2.39999999999998E+00        1        1        8   4.16149774741908E-05   8.68103822151706E-06
         800   2.39999999999998E+00        1        1        9   2.01337803990687E-05  -5.07631577381555E-05
         800   2.39999999999998E+00        1        1       10   2.46313723356934E-05  -2.61485059318262E-05
         800   2.39999999999998E+00        1        1       11   3.06103019208181E-06   3.31848630039972E-05
         800   2.39999999999998E+00        1        1       12   3.55018994494676E-05  -2.94108468667023E-05
         800   2.39999999999998E+00        1        1       13  -1.03880572483100E-05  -2.67858510043829E-05
         800   2.39999999999998E+00        1        1       14   4.26797093802686E-05  -5.06872957807587E-06
         800   2.39999999999998E+00        1        1       15  -1.65935243777960E-05  -4.05535281595112E-07
         800   2.39999999999998E+00        1        1       16   3.84085892927059E-07   3.09918808195569E-06
         800   2.39999999999998E+00        1        1       17  -7.30183732812621E-07  -5.23605091022513E-07
         800   2.39999999999998E+00        1        1       18   3.41591631003735E-06   4.51297104886953E-07
         800   2.39999999999998E+00        1        1       19  -1.83512298441881E-05  -8.02121353922282E-06
         800   2.39999999999998E+00        1        1       20   1.13134966678224E-05   2.86371228842469E-05
         800   2.39999999999998E+00        1        1       21  -2.73322190241748E-05  -1.33058607615843E-05
         800   2.39999999999998E+00        1        1       22  -3.33617179903932E-05  -2.46153296593826E-05
         800   2.39999999999998E+00        1        1       23  -6.31805070695509E-05   5.44857011870304E-05
         800   2.39999999999998E+00        1        1       24  -7.57349265791670E-05   6.60866248018286E-05
         800   2.39999999999998E+00        1        1       25  -9.48036801571736E-05  -6.51204333978859E-05
         800   2.39999999999998E+00        1        1       26   1.44854472382717E-04  -7.92481828523513E-06
         800   2.39999999999998E+00        1        1       27  -1.10547282577543E-04  -4.85351012059843E-05
         800   2.39999999999998E+00        1        1       28   9.50148295940363E-05   4.13655280279517E-05
         800   2.39999999999998E+00        1        1       29   2.05538540298830E-04  -2.20158633771024E-05
         800   2.39999999999998E+00        1        1       30   9.69419861971484E-05  -1.65766054143025E-04
         800   2.39999999999998E+00        1        1       31   1.23533214279867E-04   2.52263382718750E-06
         800   2.39999999999998E+00        1        1       32  -6.50470533869247E-05   1.75207116031809E-04
         800   2.39999999999998E+00        1        2        1  -9.91210096147938E-06  -3.15906204331074E-05
         800   2.39999999999998E+00        1        2        2  -2.55378934571648E-05  -1.05411880624936E-05
         800   2.39999999999998E+00        1        2        3  -7.06026826039882E-06  -3.10320305261051E-05
         800   2.39999999999998E+00        1        2        4   3.13780041632384E-05   2.98875457333320E-05
         800   2.39999999999998E+00        1        2        5   8.26123096468450E-06  -3.42006757629717E-05
         800   2.39999999999998E+00        1        2        6   7.43070983116108E-06  -4.53591040589139E-05
         800   2.39999999999998E+00        1        2        7   4.39279335223754E-05   9.44796754458182E-06
         800   2.39999999999998E+00        1        2        8  -4.42301885310753E-05  -9.67675077504287E-06
         800   2.39999999999998E+00        1        2        9  -1.73504475493459E-05   3.43249649218968E-05
         800   2.39999999999998E+00        1        2       10  -3.74850238694759E-05   1.77348258685382E-05
         800   2.39999999999998E+00        1        2       11   2.18958970535421E-05  -3.26813753492928E-05
         800   2.39999999999998E+00        1        2       12  -4.23497417895569E-05   2.63018321838444E-05
         800   2.39999999999998E+00        1        2       13  -1.00920338024993E-05   2.24130569354850E-05
         800   2.39999999999998E+00        1        2       14  -4.36130912440097E-05   1.45817295004399E-05
         800   2.39999999999998E+00        1        2       15   3.51286503067635E-05   2.70458112722384E-06
         800   2.39999999999998E+00        1        2       16   1.90663523505331E-06  -1.59250815281077E-05
         800   2.39999999999998E+00        1        2       17  -3.08121915190362E-06  -1.87732695480421E-06
         800   2.39999999999998E+00        1        2       18  -1.14797860806118E-05  -5.33783422274777E-06
         800   2.39999999999998E+00        1        2       19   3.26692815826095E-05  -3.13653518819269E-06
         800   2.39999999999998E+00        1        2       20  -1.64860977094387E-05  -1.03598568746821E-05
         800   2.39999999999998E+00        1        2       21   4.95779483242314E-05   7.77868218542247E-07
         800   2.39999999999998E+00        1        2       22   1.09086359721523E-05  -7.43774662829922E-06
         800   2.39999999999998E+00        1        2       23   2.75579261553896E-05  -6.73471083796589E-05
         800   2.39999999999998E+00        1        2       24   3.79698344985887E-05  -9.56707211049426E-05
         800   2.39999999999998E+00        1        2       25   1.25090671734132E-04   9.10799715209768E-06
         800   2.39999999999998E+00        1        2       26  -1.05384259399162E-04   7.33280390462565E-05
         800   2.39999999999998E+00        1        2       27   5.36669976883118E-05  -4.05468274848402E-05
         800   2.39999999999998E+00        1        2       28  -1.57335287641543E-04   6.07289355865531E-05
         800   2.39999999999998E+00        1        2       29  -1.06506405494760E-04   1.06865522442010E-04
         800   2.39999999999998E+00        1        2       30   2.77865103120915E-05   2.47859189865980E-04
         800   2.39999999999998E+00        1        2       31  -5.09731631577531E-05   1.76196437957200E-04
         800   2.39999999999998E+00        1        2       32  -1.36070917290607E-04  -7.89926481195090E-05
         800   2.39999999999998E+00        1        3        1  -3.30277420733209E-07  -2.34511660871885E-05
         800   2.39999999999998E+00        1        3        2  -2.31494084621413E-05  -1.03885069017399E-05
         800   2.39999999999998E+00        1        3        3   7.58534765795909E-07  -2.58945707224982E-05
         800   2.39999999999998E+00        1        3        4   1.17945547804347E-05   3.95674253709281E-05
         800   2.39999999999998E+00        1        3        5   2.01556633077657E-05  -3.30056367030951E-05
         800   2.39999999999998E+00        1        3        6   2.99630692259816E-05  -4.26518699967486E-05
         800   2.39999999999998E+00        1        3        7   3.32690080706969E-05   3.37655305416860E-05
         800   2.39999999999998E+00        1        3        8  -2.95556089196583E-05  -3.69238711228842E-05
         800   2.39999999999998E+00        1        3        9  -3.95766985898145E-05   1.96066689268941E-05
         800   2.39999999999998E+00        1        3       10  -4.96087112958565E-05  -1.06172869842724E-05
         800   2.39999999999998E+00        1        3       11   3.36866016579220E-05  -4.13845248146911E-05
         800   2.39999999999998E+00        1        3       12  -3.13117846223514E-05   1.36958099192041E-05
         800   2.39999999999998E+00        1        3       13  -4.53747418149153E-05   2.72654319562026E-05
         800   2.39999999999998E+00        1        3       14  -1.77211882711856E-05  -3.51242424464781E-06
         800   2.39999999999998E+00        1        3       15   2.37902957531962E-05  -9.14866958231288E-06
         800   2.39999999999998E+00        1        3       16  -1.67281333284282E-05  -1.97831427214564E-05
         800   2.39999999999998E+00        1        3       17  -1.16614200360608E-05   1.17621980897995E-05
         800   2.39999999999998E+00        1        3       18  -2.79380961414652E-05   1.20575871470282E-05
         800   2.39999999999998E+00        1        3       19   1.44876727439469E-05  -2.61979472276038E-05
         800   2.39999999999998E+00        1        3       20   2.86581469731142E-05   1.35793958944493E-05
         800   2.39999999999998E+00        1        3       21   2.89064013316128E-05  -4.31839396982161E-05
         800   2.39999999999998E+00        1        3       22  -6.32197405612502E-05   1.89734775605255E-05
         800   2.39999999999998E+00        1        3       23  -1.78987450382985E-05   1.20680710055220E-05
         800   2.39999999999998E+00        1        3       24  -3.80270494042005E-05  -1.93860277176367E-05
         800   2.39999999999998E+00        1        3       25   6.11948856938536E-06  -5.20008173521658E-05
         800   2.39999999999998E+00        1        3       26   5.42809258290128E-05   2.03663821039904E-06
         800   2.39999999999998E+00        1        3       27  -1.52187364849138E-04   1.22618971314953E-05
         800   2.39999999999998E+00        1        3       28  -1.94704329125971E-06   1.87344117721450E-04
         800   2.39999999999998E+00        1        3       29   1.26567679805664E-04  -4.36454766384214E-05
         800   2.39999999999998E+00        1        3       30   1.95724409777080E-04   3.96860099611236E-05
         800   2.39999999999998E+00        1        3       31   2.63028519161884E-04   1.25501020817318E-04
         800   2.39999999999998E+00        1        3       32  -8.60499639450344E-05   3.05296639002823E-04
         800   2.39999999999998E+00        1        4        1  -1.98129087040426E-05   3.20005961313693E-05
         800   2.39999999999998E+00        1        4        2   6.10456767169506E-06   3.47614124034527E-05
         800   2.39999999999998E+00        1        4        3  -2.64429212640712E-05   2.80746562311944E-05
         800   2.39999999999998E+00        1        4        4   3.28488408468721E-06  -4.22452248907301E-05
         800   2.39999999999998E+00        1        4        5  -3.65191996134005E-05   7.13598724507438E-06
         800   2.39999999999998E+00        1        4        6  -3.90681755263768E-05   2.16569100783910E-05
         800   2.39999999999998E+00        1        4        7  -1.99987511433257E-05  -4.06798704467860E-05
         800   2.39999999999998E+00        1        4        8   1.45825132479150E-05   4.63554051063385E-05
         800   2.39999999999998E+00        1        4        9   4.98742996659130E-05  -3.05471011581686E-06
         800   2.39999999999998E+00        1        4       10   4.38552504008031E-05   1.93776099005173E-05
         800   2.39999999999998E+00        1        4       11  -3.29036498307480E-05  -3.46930918451309E-07
         800   2.39999999999998E+00        1        4       12   3.84760943613593E-05   3.82820686424653E-05
         800   2.39999999999998E+00        1        4       13   4.99308278171035E-05  -2.25576147459805E-05
         800   2.39999999999998E+00        1        4       14   4.02695242162158E-06   4.57363035059567E-05
         800   2.39999999999998E+00        1        4       15   2.06706671215471E-05  -2.38891862841605E-05
         800   2.39999999999998E+00        1        4       16  -1.44909669482998E-05  -2.46635363759462E-05
         800   2.39999999999998E+00        1        4       17  -2.19622242259993E-05  -2.17213120717045E-06
         800   2.39999999999998E+00        1        4       18  -1.56459816800651E-05  -2.31417576342314E-06
         800   2.39999999999998E+00        1        4       19  -2.56238125676905E-05  -4.27549798363867E-05
         800   2.39999999999998E+00        1        4       20  -3.48830070963398E-06   5.23504617814291E-05
         800   2.39999999999998E+00        1        4       21   5.61559862480196E-06  -5.28498633855731E-05
         800   2.39999999999998E+00        1        4       22  -1.02763317484158E-05  -6.28507250218547E-05
         800   2.39999999999998E+00        1        4       23  -1.08370119355098E-04  -2.49629466730211E-05
         800   2.39999999999998E+00        1        4       24  -1.09620421134415E-04  -3.90047718306558E-05
         800   2.39999999999998E+00        1        4       25  -9.26114263759383E-06  -1.46046838591690E-04
         800   2.39999999999998E+00        1        4       26   1.33947363389748E-04   1.27606031036426E-04
         800   2.39999999999998E+00        1        4       27  -5.94801604783894E-05  -1.22351879877897E-04
         800   2.39999999999998E+00        1        4       28   3.32600481132143E-05   1.39592316342294E-04
         800   2.39999999999998E+00        1        4       29   1.54428566572734E-04   1.64651024536873E-04
         800   2.39999999999998E+00        1        4       30   2.20821200176969E-04  -2.61825220058406E-05
         800   2.39999999999998E+00        1        4       31   1.13367466080463E-04   1.00011802442220E-04
         800   2.39999999999998E+00        1        4       32  -1.73835454032253E-04   8.53544933295652E-05
         800   2.39999999999998E+00        1        5        1  -2.06166028574012E-05   6.08827239643829E-06
         800   2.39999999999998E+00        1        5        2  -4.91724389968815E-06   2.96564234904909E-05
         800   2.39999999999998E+00        1        5        3  -2.80107379451768E-05   5.83659463116230E-06
         800   2.39999999999998E+00        1        5        4   3.33545302557566E-05  -1.60302010638112E-05
         800   2.39999999999998E+00        1        5        5  -3.99643854236424E-05  -1.92001415629270E-05
         800   2.39999999999998E+00        1        5        6  -4.84816426086629E-05  -2.13052889337046E-05
         800   2.39999999999998E+00        1        5        7   2.87352326707171E-05  -3.70170510870611E-05
         800   2.39999999999998E+00        1        5        8  -3.86633335232550E-05   3.52745938436284E-05
         800   2.39999999999998E+00        1        5        9   4.24642547490403E-05   4.95567353948738E-05
         800   2.39999999999998E+00        1        5       10   6.90977118091905E-06   6.29485283708665E-05
         800   2.39999999999998E+00        1        5       11  -3.92905835591349E-05  -1.59858831183215E-05
         800   2.39999999999998E+00        1        5       12   9.73168802712212E-06   2.80768692807886E-05
         800   2.39999999999998E+00        1        5       13   4.40048634322597E-05   5.98252621500797E-05
         800   2.39999999999998E+00        1        5       14  -1.11174362374295E-05  -7.25569355114841E-06
         800   2.39999999999998E+00        1        5       15  -1.09561442913821E-05  -9.06891991312464E-07
         800   2.39999999999998E+00        1        5       16   2.95371475243579E-06   3.51709792938865E-05
         800   2.39999999999998E+00        1        5       17   4.30259585576101E-05  -5.93358763501335E-06
         800   2.39999999999998E+00        1        5       18   5.77959974153051E-05  -2.25766329628419E-05
         800   2.39999999999998E+00        1        5       19   2.11852780006256E-05   3.96220533543485E-05
         800   2.39999999999998E+00        1        5       20  -7.63876059388927E-05  -5.20803234829680E-05
         800   2.39999999999998E+00        1        5       21  -9.97581601801585E-06   4.94955679569870E-05
         800   2.39999999999998E+00        1        5       22   1.13308193985255E-04   2.09653725630352E-05
         800   2.39999999999998E+00        1        5       23   5.04050499534207E-05  -5.09400616900763E-05
         800   2.39999999999998E+00        1        5       24   6.75935247028664E-05  -2.20282490270382E-05
         800   2.39999999999998E+00        1        5       25   6.69254910118973E-05   5.90757619029023E-05
         800   2.39999999999998E+00        1        5       26  -1.49267012425555E-04   5.34464489112678E-05
         800   2.39999999999998E+00        1        5       27   2.22974415993926E-04   3.42785689487577E-05
         800   2.39999999999998E+00        1        5       28  -8.43764274909885E-06  -1.37962238876352E-04
         800   2.39999999999998E+00        1        5       29  -2.33975050176433E-04   4.45166649937956E-05
         800   2.39999999999998E+00        1        5       30  -1.31617245733885E-04  -3.86193064164235E-06
         800   2.39999999999998E+00        1        5       31  -2.06043290922768E-04  -1.56305090483816E-04
         800   2.39999999999998E+00        1        5       32   1.98756019984199E-04  -2.95714524569940E-04
         800   2.39999999999998E+00        1        6        1   1.68830892292321E-05   2.05705624891595E-05
         800   2.39999999999998E+00        1        6        2   2.92722200318760E-05  -8.65363680582851E-06
         800   2.39999999999998E+00        1        6        3   1.56635102549291E-05   2.42510391450047E-05
         800   2.39999999999998E+00        1        6        4  -3.59126983534172E-05  -2.23176447744358E-05
         800   2.39999999999998E+00        1        6        5   8.04310677325073E-06   4.06277325776686E-05
         800   2.39999999999998E+00        1        6        6   1.14074912190032E-05   5.86884585159684E-05
         800   2.39999999999998E+00        1        6        7  -4.53913073468458E-05  -8.51209772201918E-06
         800   2.39999999999998E+00        1        6        8   4.56096062735214E-05   1.51399457400695E-05
         800   2.39999999999998E+00        1        6        9   2.35817835151091E-05  -6.17755841316925E-05
         800   2.39999999999998E+00        1        6       10   6.39638540817060E-05  -2.78855082322305E-05
         800   2.39999999999998E+00        1        6       11  -1.51983774069927E-05   5.07258577533953E-05
         800   2.39999999999998E+00        1        6       12   2.50913070037764E-05  -4.50580372586324E-05
         800   2.39999999999998E+00        1        6       13   3.73816280585624E-05  -4.17501894780175E-05
         800   2.39999999999998E+00        1        6       14   1.04243518469090E-05  -5.67844295197786E-06
         800   2.39999999999998E+00        1        6       15  -3.73130319719890E-05  -4.75450783970990E-06
         800   2.39999999999998E+00        1        6       16   3.64375234863357E-05   3.75516332760034E-05
         800   2.39999999999998E+00        1        6       17   1.68254702106451E-05  -4.69374060503449E-05
         800   2.39999999999998E+00        1        6       18  -3.93616647812892E-05  -6.43357550621752E-05
