ky,matched_reference_ky,observed_growth,reference_growth,growth_error,observed_frequency,reference_frequency,frequency_error,phi_phase_aligned_error,growth_passed,frequency_passed,phi_passed
0.1,0.09999999999999999,0.005897784701279936,-0.0007797962033046558,0.006677580904584592,-0.052116722503796856,-0.06573003284376668,0.01361331033996982,0.12287256611235176,True,True,False
0.2,0.19999999999999998,-0.003692019629248049,-0.004876056537197182,0.0011840369079491328,-0.1376335433184242,-0.11818459283860903,-0.019448950479815166,0.16150230780323657,True,True,False
0.3,0.3,-0.003873187724258646,0.009619443823361787,-0.013492631547620433,-0.1680107666676103,-0.0028493457942134434,-0.16516142087339686,0.1565173196727111,True,False,False
