ky_index,ky,growth_rate,frequency,kperp2_average,quasilinear_contribution,raw_final_amplitude,log_normalization
0,0.1,0.6571563089603494,-0.011745976924069715,0.03579618229081449,18.358279204277636,1.0006572844448307,-5.420245674479613
1,0.2,0.6361302101447919,-0.010414682724890038,0.14289300410034372,4.451793942925509,1.0006363080943879,-5.470622683058688
2,0.3,0.5526896367666011,-0.009517363777267586,0.36085328728448696,1.531618683382934,1.0005529678947078,-5.510822136115067
