ky_index,ky,growth_rate,frequency,kperp2_average,quasilinear_contribution,raw_final_amplitude,log_normalization
0,0.1,0.0005288919268420666,0.022745651982453704,0.05813452686969374,0.009097724799901777,1.0051748522832151,-3.8125050242008616
1,0.2,0.00016849201492570928,0.01552167103707741,0.17903069890001472,0.0009411347660485187,1.000464582334496,-3.8815780538964746
2,0.3,0.0016096611546105569,-0.007437318027709048,0.2942194023022561,0.005470955151188352,1.0024202957807467,-3.6387510833784953
