time,phi_norm,state_norm,rhs_norm,term_norm:gkw_igh_streaming_mirror_recurrence,term_norm:magnetic_drift,term_norm:equilibrium_drive,term_norm:gkw_parallel_field_drive,term_norm:drift_field_drive,term_norm:dissipation,reconstructed_rhs_norm,reconstruction_error,log_normalization
0.0,0.0025216215496327377,0.00012247448713915727,0.0031385929877677065,8.194009548148443e-05,0.003132743756014501,0.00016306304492018754,2.132146088589778e-05,3.240375674637362e-05,0.0,0.0031385929877677065,0.0,0.0
0.06,0.002498856837173222,0.00012158821254842004,0.003075517469863129,0.0001386889121336268,0.003074299711862188,0.00016164977063304475,2.1076452343374603e-05,3.198144403866843e-05,0.0,0.003075517469863129,0.0,0.0
2.4,0.14528681382296518,0.01791030562435133,0.15385655404775211,0.0075283439169105005,0.15308415844328632,0.009281772184241912,0.0009058946571936177,0.001822943859542186,0.0,0.15385655404775211,0.0,-4.771871774068349
4.8,0.14555032482401317,0.016968131171990586,0.09143666705809655,0.004486003543507541,0.09042892647805491,0.009284817321106344,0.0008684329843700578,0.0018110837125077449,0.0,0.09143666705809655,0.0,-4.398714455712693
