case,iteration,objective,objective_error,growth_residual,absolute_growth_residual,selected_growth,max_growth,q,shat,temperature_gradient,density_gradient
B,5.9200000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,5.9300000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,5.9400000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,5.9500000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,5.9600000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,5.9700000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,5.9800000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,5.9900000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.0000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.0100000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.0200000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.0300000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.0400000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.0500000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.0600000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.0700000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.0800000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.0900000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.1000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.1100000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.1200000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.1300000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.1400000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.1500000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.1600000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.1700000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.1800000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.1900000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.2000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.2100000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.2200000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.2300000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.2400000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.2500000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.2600000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.2700000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.2800000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.2900000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.3000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.3100000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.3200000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.3300000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.3400000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.3500000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.3600000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.3700000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.3800000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.3900000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.4000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.4100000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.4200000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.4300000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.4400000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.4500000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.4600000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.4700000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.4800000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.4900000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.5000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.5100000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.5200000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.5300000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.5400000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.5500000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.5600000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.5700000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.5800000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.5900000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.6000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.6100000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.6200000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.6300000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.6400000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.6500000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.6600000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.6700000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.6800000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.6900000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.7000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.7100000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.7200000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.7300000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.7400000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.7500000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.7600000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.7700000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.7800000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.7900000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.8000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.8100000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.8200000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.8300000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.8400000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.8500000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.8600000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.8700000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.8800000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.8900000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.9000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.9100000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.9200000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.9300000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.9400000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
B,6.9500000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3710855177912131e+00,6.6100658058103767e-01,2.4899982412650346e+00,8.0000447706122102e-01
