metric,value
max_abs_error,0.0033077755368903644
times_error,7.016609515630989e-14
state_norm_error,0.0033077755368903644
phi_norm_error,6.106226635438361e-16
gkw_final_state_norm,0.016112898161769
solver_final_state_norm,0.016826748946865613
gkw_final_phi_norm,0.144337567297406
solver_final_phi_norm,0.14433756729740638
passed,True
notes,gkw=fixtures/gkw_cyclone_selected_ky_cosin2_state_trace.dat; solver=stellarator_gk; physicalize_solver=False; compact state/source trace comparison
