time,raw_amplitude,physical_amplitude,window_growth,fitted_growth,phi_norm,state_norm,rhs_norm,log_normalization
0.06,0.010006443935204468,0.010006443935204468,-76.7421,0.0,0.0,0.0,0.0,0.0
0.12,0.009762382302216453,0.009762382302216453,-0.411547,-0.4115470000000047,0.0,0.0,0.0,0.0
0.18,0.009409178028973442,0.009409178028973442,-0.614181,-0.5128639999999981,0.0,0.0,0.0,0.0
0.24,0.008959824851589786,0.008959824851589786,-0.815582,-0.6138110999999968,0.0,0.0,0.0,0.0
0.3,0.00844481648135451,0.00844481648135451,-0.986631,-0.7085644999999982,0.0,0.0,0.0,0.0
0.36,0.007896948499619414,0.007896948499619414,-1.11794,-0.7941191142857138,0.0,0.0,0.0,0.0
0.42,0.007340312517103812,0.007340312517103812,-1.21825,-0.8701169285714279,0.0,0.0,0.0,0.0
0.48,0.006791838148385711,0.006791838148385711,-1.29433,-0.9371337738095231,0.0,0.0,0.0,0.0
0.54,0.00626744276502406,0.00626744276502406,-1.33922,-0.9952140499999997,0.0,0.0,0.0,0.0
0.6,0.005782779323808977,0.005782779323808977,-1.3414,-1.043665060606061,0.0,0.0,0.0,0.0
0.660001,0.00535274616505034,0.00535274616505034,-1.28789,-1.0811942600628763,0.0,0.0,0.0,0.0
0.720001,0.0049857873316456,0.0049857873316456,-1.18364,-1.1067858814155676,0.0,0.0,0.0,0.0
0.780001,0.00469658726478509,0.00469658726478509,-0.99592,-1.1185984028677414,0.0,0.0,0.0,0.0
0.840002,0.004469905049258018,0.004469905049258018,-0.824469,-1.1176195801852016,0.0,0.0,0.0,0.0
0.900002,0.004297146709949172,0.004297146709949172,-0.656932,-1.1054661674793038,0.0,0.0,0.0,0.0
0.960003,0.004163072229177399,0.004163072229177399,-0.52829,-1.084602069735882,0.0,0.0,0.0,0.0
1.02,0.00405297515866752,0.00405297515866752,-0.446724,-1.0577769411559548,0.0,0.0,0.0,0.0
1.08,0.003964476430224844,0.003964476430224844,-0.367957,-1.026850190717348,0.0,0.0,0.0,0.0
1.14,0.0038812029277304956,0.0038812029277304956,-0.353811,-0.9940862079538261,0.0,0.0,0.0,0.0
1.2,0.0038060676318171674,0.0038060676318171674,-0.32581,-0.9606684940925253,0.0,0.0,0.0,0.0
1.26,0.003737660640411017,0.003737660640411017,-0.302277,-0.927380157098891,0.0,0.0,0.0,0.0
1.32001,0.003671503027614176,0.003671503027614176,-0.297597,-0.8949116082508738,0.0,0.0,0.0,0.0
1.38001,0.0036127821801316975,0.0036127821801316975,-0.268716,-0.8634009514961202,0.0,0.0,0.0,0.0
1.44001,0.003562441564579327,0.003562441564579327,-0.233867,-0.8328425303965793,0.0,0.0,0.0,0.0
1.50001,0.0035188931795459523,0.0035188931795459523,-0.204994,-0.803258554504634,0.0,0.0,0.0,0.0
1.56001,0.003482633089287038,0.003482633089287038,-0.172631,-0.7746060500471031,0.0,0.0,0.0,0.0
1.62001,0.00345784112678735,0.00345784112678735,-0.11907,-0.7466633754358803,0.0,0.0,0.0,0.0
1.68001,0.0034438511396566833,0.0034438511396566833,-0.067568,-0.7192775902066351,0.0,0.0,0.0,0.0
1.74001,0.0034376912593727187,0.0034376912593727187,-0.0298377,-0.6924253937243748,0.0,0.0,0.0,0.0
1.80001,0.003436018858926467,0.003436018858926467,-0.00811013,-0.6661822687471312,0.0,0.0,0.0,0.0
1.86001,0.0034428436651094668,0.0034428436651094668,0.0330714,-0.640471687718493,0.0,0.0,0.0,0.0
1.92001,0.003455917885701276,0.003455917885701276,0.0631719,-0.6152917381229901,0.0,0.0,0.0,0.0
1.98001,0.003472642406980747,0.003472642406980747,0.0804619,-0.5907000822596925,0.0,0.0,0.0,0.0
2.04001,0.003493140871724762,0.003493140871724762,0.0980915,-0.5667272772329928,0.0,0.0,0.0,0.0
2.10001,0.003517047484193209,0.003517047484193209,0.113676,-0.5433957927531641,0.0,0.0,0.0,0.0
2.16001,0.003541935803158241,0.003541935803158241,0.117526,-0.5207655914571946,0.0,0.0,0.0,0.0
2.22001,0.0035667855882187418,0.0035667855882187418,0.116523,-0.4988924435445314,0.0,0.0,0.0,0.0
2.28001,0.003596253016721036,0.003596253016721036,0.137128,-0.47772087424026327,0.0,0.0,0.0,0.0
2.34001,0.003617789813916612,0.003617789813916612,0.0995136,-0.45742349079950345,0.0,0.0,0.0,0.0
2.40001,0.003639167070707603,0.003639167070707603,0.0981923,-0.4379894669200515,0.0,0.0,0.0,0.0
2.46001,0.0036625867817386432,0.0036625867817386432,0.106914,-0.4193654082280839,0.0,0.0,0.0,0.0
2.52001,0.0036858075570747662,0.0036858075570747662,0.105333,-0.4015350047168374,0.0,0.0,0.0,0.0
2.58001,0.003708821268441034,0.003708821268441034,0.103741,-0.38447712619082197,0.0,0.0,0.0,0.0
2.64001,0.003731917769085105,0.003731917769085105,0.103469,-0.36816332145754843,0.0,0.0,0.0,0.0
2.70001,0.003755916570360141,0.003755916570360141,0.106835,-0.3525533155842075,0.0,0.0,0.0,0.0
2.76002,0.0037790465100558143,0.0037790465100558143,0.102306,-0.33763012502467904,0.0,0.0,0.0,0.0
2.82002,0.0038033862631294667,0.0038033862631294667,0.107001,-0.32335013809128693,0.0,0.0,0.0,0.0
2.88002,0.003831554945509425,0.003831554945509425,0.122982,-0.30964371088385895,0.0,0.0,0.0,0.0
2.94002,0.0038624940887235708,0.0038624940887235708,0.13404,-0.2964619342030444,0.0,0.0,0.0,0.0
3.00002,0.0038918901983875077,0.0038918901983875077,0.126364,-0.28380507039334163,0.0,0.0,0.0,0.0
3.06002,0.003925308283807242,0.003925308283807242,0.142499,-0.27161550399910034,0.0,0.0,0.0,0.0
3.12002,0.0039598438465327035,0.0039598438465327035,0.145995,-0.2598701971561172,0.0,0.0,0.0,0.0
3.18002,0.003997962961567854,0.003997962961567854,0.159673,-0.24852576704471058,0.0,0.0,0.0,0.0
3.24002,0.004037062048861381,0.004037062048861381,0.162204,-0.23756624614773647,0.0,0.0,0.0,0.0
3.30002,0.004076629123854792,0.004076629123854792,0.162554,-0.2269801639344139,0.0,0.0,0.0,0.0
3.36002,0.004119291455680428,0.004119291455680428,0.173512,-0.2167357108737405,0.0,0.0,0.0,0.0
3.42002,0.004163802552142043,0.004163802552142043,0.179126,-0.20681400140576067,0.0,0.0,0.0,0.0
3.48002,0.004210657923268127,0.004210657923268127,0.186503,-0.19719426314360908,0.0,0.0,0.0,0.0
3.54002,0.004259884263821237,0.004259884263821237,0.193718,-0.18785763697136978,0.0,0.0,0.0,0.0
3.60002,0.004309257397880153,0.004309257397880153,0.19206,-0.17880125114548576,0.0,0.0,0.0,0.0
3.66002,0.004360559137982698,0.004360559137982698,0.197245,-0.17001034389960204,0.0,0.0,0.0,0.0
3.72002,0.004414404711554557,0.004414404711554557,0.204545,-0.16146781288685097,0.0,0.0,0.0,0.0
3.78002,0.0044707970862277735,0.0044707970862277735,0.211562,-0.1531583322961418,0.0,0.0,0.0,0.0
3.84002,0.004526136164874468,0.004526136164874468,0.205032,-0.14508727882851546,0.0,0.0,0.0,0.0
3.90002,0.004585010756820186,0.004585010756820186,0.215397,-0.1372344988829493,0.0,0.0,0.0,0.0
3.96002,0.0046467771430880695,0.0046467771430880695,0.223024,-0.12958548353921143,0.0,0.0,0.0,0.0
4.02002,0.004709859944424059,0.004709859944424059,0.224738,-0.12213468640816344,0.0,0.0,0.0,0.0
4.08002,0.004774268611312448,0.004774268611312448,0.226377,-0.11487659228353843,0.0,0.0,0.0,0.0
4.14001,0.004840273865918242,0.004840273865918242,0.22888,-0.10780468220074078,0.0,0.0,0.0,0.0
4.20001,0.004907888963382936,0.004907888963382936,0.23121,-0.100912585272941,0.0,0.0,0.0,0.0
4.26,0.004976784597009319,0.004976784597009319,0.232374,-0.0941956509861242,0.0,0.0,0.0,0.0
4.32,0.005046894376969477,0.005046894376969477,0.233151,-0.0876494363748974,0.0,0.0,0.0,0.0
4.38,0.00511804740066628,0.00511804740066628,0.233332,-0.08127020548664537,0.0,0.0,0.0,0.0
4.43999,0.005187344231301907,0.005187344231301907,0.224185,-0.07506427022990265,0.0,0.0,0.0,0.0
4.49999,0.005257913827856526,0.005257913827856526,0.225208,-0.0690256602355241,0.0,0.0,0.0,0.0
4.55998,0.005328636078446251,0.005328636078446251,0.22272,-0.06315234174325587,0.0,0.0,0.0,0.0
4.61998,0.005398771729539361,0.005398771729539361,0.217936,-0.057444131594656375,0.0,0.0,0.0,0.0
4.67997,0.005469780523777942,0.005469780523777942,0.21782,-0.05189592784996572,0.0,0.0,0.0,0.0
4.73997,0.005540672437509007,0.005540672437509007,0.214623,-0.04650553604450329,0.0,0.0,0.0,0.0
4.79997,0.005610964624082421,0.005610964624082421,0.210113,-0.04127182075291313,0.0,0.0,0.0,0.0
