time,max_abs_profile_error,reversed_profile_error,best_shift_profile_error,best_global_shift,solver_peak_z,gkw_peak_z,solver_peak_value,gkw_peak_value,solver_total_power,gkw_total_power,total_power_ratio,center_of_power_error,edge_fraction_error,peak_z_error,second_moment_error,global_worst_time,global_worst_z,global_worst_signed_profile_error,global_worst_solver_value,global_worst_gkw_value,normalized_profiles,status,notes
0.06,0.02654232841962001,0.02654232841962001,0.02654232841962001,0,0.09375,-0.09375,0.47618142636899663,0.4496390979493766,0.9999999999999999,0.99999978216001,1.0000002178400373,-1.933887522342914e-09,-5.256572632950157e-05,0.1875,0.008152294427391488,3.66,-0.09375,0.03284446487881976,0.35625058334280435,0.3234061184639846,True,OPEN,observed=stellarator_gk; reference=gkw:parallel_phi.dat; parallel |phi|^2 profile alignment/normalization audit
0.12,0.02790295397799547,0.02790295397799547,0.02790295397799547,0,-0.09375,-0.09375,0.47707897400316074,0.44917602002516527,0.9999999999999998,0.9999999554180001,1.0000000445820016,-7.875001345469812e-11,4.626486012025425e-05,0.0,0.004481026289244336,3.66,-0.09375,0.03284446487881976,0.35625058334280435,0.3234061184639846,True,OPEN,observed=stellarator_gk; reference=gkw:parallel_phi.dat; parallel |phi|^2 profile alignment/normalization audit
0.18,0.028889703403641276,0.028889703403641276,0.028889703403641276,0,-0.09375,-0.09375,0.47802582686487366,0.4491361234612324,0.9999999999999998,0.999999725114,1.0000002748860752,2.8125007663082346e-08,0.00015685536636350295,0.0,0.0013303182925598553,3.66,-0.09375,0.03284446487881976,0.35625058334280435,0.3234061184639846,True,OPEN,observed=stellarator_gk; reference=gkw:parallel_phi.dat; parallel |phi|^2 profile alignment/normalization audit
0.24,0.02831217043459411,0.028312170434594885,0.02831217043459411,0,-0.09375,-0.09375,0.4778711330964752,0.4495599626617973,1.0,1.000000083055,0.9999999169450069,9.526302321288815e-08,0.0004263149673713371,0.0,0.0033780090328245985,3.66,-0.09375,0.03284446487881976,0.35625058334280435,0.3234061184639846,True,OPEN,observed=stellarator_gk; reference=gkw:parallel_phi.dat; parallel |phi|^2 profile alignment/normalization audit
0.3,0.025805108797716636,0.025805108797716636,0.025805108797716636,0,-0.09375,-0.09375,0.47508333422800825,0.4492782254302916,0.9999999999999998,0.9999994982390001,1.0000005017612514,1.3781240038035492e-11,0.0004415106886951442,0.0,0.0032891677533796806,3.66,-0.09375,0.03284446487881976,0.35625058334280435,0.3234061184639846,True,OPEN,observed=stellarator_gk; reference=gkw:parallel_phi.dat; parallel |phi|^2 profile alignment/normalization audit
0.36,0.021669520099890316,0.021669520099890316,0.021669520099890316,0,0.09375,-0.09375,0.4686179746419991,0.4469484545421088,0.9999999999999998,0.99999898301,1.000001016991034,6.496882337669874e-10,0.0009475963845025798,0.1875,0.013380615907202124,3.66,-0.09375,0.03284446487881976,0.35625058334280435,0.3234061184639846,True,OPEN,observed=stellarator_gk; reference=gkw:parallel_phi.dat; parallel |phi|^2 profile alignment/normalization audit
0.42,0.017577186155264046,0.017577186155264046,0.017577186155264046,0,0.09375,-0.09375,0.45962790393240394,0.4420507177771398,1.0,1.00000063844,0.9999993615604078,-4.41505967757605e-08,0.00027986018208245496,0.1875,0.00202509961389203,3.66,-0.09375,0.03284446487881976,0.35625058334280435,0.3234061184639846,True,OPEN,observed=stellarator_gk; reference=gkw:parallel_phi.dat; parallel |phi|^2 profile alignment/normalization audit
0.48,0.01340496405849545,0.01340496405849545,0.01340496405849545,0,-0.09375,-0.09375,0.44830659240504583,0.4349016283465504,1.0,1.000000854569,0.9999991454317303,2.104684759807185e-10,-3.104163251995798e-05,0.0,0.0020429271993920237,3.66,-0.09375,0.03284446487881976,0.35625058334280435,0.3234061184639846,True,OPEN,observed=stellarator_gk; reference=gkw:parallel_phi.dat; parallel |phi|^2 profile alignment/normalization audit
0.54,0.009521682997993108,0.009521682997993108,0.009521682997993108,0,-0.09375,-0.09375,0.4355793441360148,0.4260576611380216,1.0,1.000000795343,0.9999992046576327,-4.8519805145863515e-08,8.248651663397553e-05,0.0,0.011382309822124993,3.66,-0.09375,0.03284446487881976,0.35625058334280435,0.3234061184639846,True,OPEN,observed=stellarator_gk; reference=gkw:parallel_phi.dat; parallel |phi|^2 profile alignment/normalization audit
0.6,0.006069562471867129,0.006069562471867129,0.006069562471867129,0,-0.09375,-0.09375,0.4222293147236434,0.41615975225177626,1.0,1.00000059532,0.9999994046803544,-5.681247000621781e-10,0.0007906265986348364,0.0,0.03036638952230114,3.66,-0.09375,0.03284446487881976,0.35625058334280435,0.3234061184639846,True,OPEN,observed=stellarator_gk; reference=gkw:parallel_phi.dat; parallel |phi|^2 profile alignment/normalization audit
0.66,0.0036052925355615478,0.0036052925355615478,0.0036052925355615478,0,-0.09375,-0.09375,0.408916714680739,0.4057771612680172,0.9999999999999998,0.99999960257,1.000000397430158,-2.036157066565014e-08,0.0006575015422518819,0.0,0.029670654412556965,3.66,-0.09375,0.03284446487881976,0.35625058334280435,0.3234061184639846,True,OPEN,observed=stellarator_gk; reference=gkw:parallel_phi.dat; parallel |phi|^2 profile alignment/normalization audit
0.72,0.005143104921266482,0.005143104921266482,0.005143104921266482,0,0.09375,-0.09375,0.3963849062476143,0.39595800071351633,0.9999999999999998,0.9999999981979999,1.0000000018019999,1.044873752659159e-07,-0.0002680632228341781,0.1875,0.019463047669999692,3.66,-0.09375,0.03284446487881976,0.35625058334280435,0.3234061184639846,True,OPEN,observed=stellarator_gk; reference=gkw:parallel_phi.dat; parallel |phi|^2 profile alignment/normalization audit
0.78,0.007140383245825305,0.007140383245825305,0.007140383245825305,0,0.09375,-0.09375,0.3859389114536112,0.3858586887933917,1.0,1.0000008065300001,0.9999991934706505,3.753465728506544e-08,-0.0010108089248550564,0.1875,0.008186504721523796,3.66,-0.09375,0.03284446487881976,0.35625058334280435,0.3234061184639846,True,OPEN,observed=stellarator_gk; reference=gkw:parallel_phi.dat; parallel |phi|^2 profile alignment/normalization audit
0.84,0.009337918241469848,0.009337918241469848,0.009337918241469848,0,0.09375,-0.09375,0.3795530483086561,0.3782626890094389,1.0,1.000000822155,0.9999991778456758,-3.694683586852321e-10,-0.0005839151042043855,0.1875,0.024849988575149293,3.66,-0.09375,0.03284446487881976,0.35625058334280435,0.3234061184639846,True,OPEN,observed=stellarator_gk; reference=gkw:parallel_phi.dat; parallel |phi|^2 profile alignment/normalization audit
0.9,0.011238018038209348,0.011238018038209348,0.011238018038209348,0,-0.09375,-0.09375,0.3771260591867496,0.3736970789435079,1.0000000000000004,0.9999997887500001,1.000000211250045,-4.972032303929286e-08,-0.0003760387864319365,0.0,0.017463078824324324,3.66,-0.09375,0.03284446487881976,0.35625058334280435,0.3234061184639846,True,OPEN,observed=stellarator_gk; reference=gkw:parallel_phi.dat; parallel |phi|^2 profile alignment/normalization audit
0.96,0.012392429238096078,0.012392429238096046,0.012392429238096078,0,-0.09375,-0.09375,0.3773935167872958,0.3727258363435398,1.0000000000000002,1.00000043908,0.9999995609201932,-2.5748988705109888e-08,-7.528652283057748e-05,0.0,0.013088115195571265,3.66,-0.09375,0.03284446487881976,0.35625058334280435,0.3234061184639846,True,OPEN,observed=stellarator_gk; reference=gkw:parallel_phi.dat; parallel |phi|^2 profile alignment/normalization audit
1.02,0.012425575186448806,0.012425575186448806,0.012425575186448806,0,0.09375,-0.09375,0.38009222632672574,0.37526016503229065,1.0,0.9999995602189999,1.0000004397811935,6.094690863100993e-10,0.0012864467221864583,0.1875,0.027486732947119827,3.66,-0.09375,0.03284446487881976,0.35625058334280435,0.3234061184639846,True,OPEN,observed=stellarator_gk; reference=gkw:parallel_phi.dat; parallel |phi|^2 profile alignment/normalization audit
1.08,0.011134411352529936,0.011134411352529936,0.011134411352529936,0,0.09375,-0.09375,0.3831953289807519,0.3788932689043419,1.0000000000000002,0.9999992902899999,1.0000007097105037,5.147347409417691e-08,-0.0007311795392094055,0.1875,0.003127660404486962,3.66,-0.09375,0.03284446487881976,0.35625058334280435,0.3234061184639846,True,OPEN,observed=stellarator_gk; reference=gkw:parallel_phi.dat; parallel |phi|^2 profile alignment/normalization audit
1.1400000000000001,0.008680847688894426,0.008680847688894426,0.008680847688894426,0,0.09375,-0.09375,0.38703920393373986,0.384221231028384,1.0,0.9999993987099999,1.000000601290362,3.098870611506488e-08,-3.919108737398337e-05,0.1875,0.004102107059521326,3.66,-0.09375,0.03284446487881976,0.35625058334280435,0.3234061184639846,True,OPEN,observed=stellarator_gk; reference=gkw:parallel_phi.dat; parallel |phi|^2 profile alignment/normalization audit
1.2,0.007283619686942591,0.007283619686942647,0.007283619686942591,0,0.09375,-0.09375,0.3883568232161384,0.38879210717443224,0.9999999999999999,0.9999997243400001,1.0000002756600757,-4.14939488324606e-08,0.0011332599206816335,0.1875,0.03448291860147708,3.66,-0.09375,0.03284446487881976,0.35625058334280435,0.3234061184639846,True,OPEN,observed=stellarator_gk; reference=gkw:parallel_phi.dat; parallel |phi|^2 profile alignment/normalization audit
1.26,0.005433020126489177,0.005433020126489177,0.005433020126489177,0,0.09375,-0.09375,0.38645611974560257,0.39159697835251905,0.9999999999999999,1.00000005528,0.999999944720003,-1.2562499929202886e-09,0.005702524404297396,0.1875,0.11742429775288284,3.66,-0.09375,0.03284446487881976,0.35625058334280435,0.3234061184639846,True,OPEN,observed=stellarator_gk; reference=gkw:parallel_phi.dat; parallel |phi|^2 profile alignment/normalization audit
