ky,matched_reference_ky,observed_growth,reference_growth,growth_error,observed_frequency,reference_frequency,frequency_error,phi_phase_aligned_error,growth_passed,frequency_passed,phi_passed
0.1,0.09999999999999999,-0.1238540171183172,-0.0007797962033046558,-0.12307422091501255,-0.04133970882616402,-0.06573003284376668,0.024390324017602653,0.12113916686820932,False,False,False
0.2,0.19999999999999998,-0.0973583421928994,-0.004876056537197182,-0.09248228565570223,-0.068972169884089,-0.11818459283860903,0.04921242295452004,0.15461651664608497,False,False,False
0.3,0.3,-0.07729582221945139,0.009619443823361787,-0.08691526604281317,-0.09161772959998196,-0.0028493457942134434,-0.08876838380576851,0.1672007808562221,False,False,False
