ky_index,ky,growth_rate,frequency,kperp2_average,quasilinear_contribution,raw_final_amplitude,log_normalization
0,0.1,0.0023337994466213667,-0.058123496516293,0.04856378971786778,0.04805636998536483,0.9989535645396022,-3.625485832786471
1,0.2,0.002205932411667862,-0.12746017361233958,0.1582527299172721,0.013939300843701664,1.0033317670587993,-3.9658656810334185
2,0.3,0.003611396623391806,-0.1889074770596314,0.27948314553754405,0.012921697358289363,1.0004763461877586,-3.995948686196989
