ky,matched_reference_ky,observed_growth,reference_growth,growth_error,observed_frequency,reference_frequency,frequency_error,phi_phase_aligned_error,growth_passed,frequency_passed,phi_passed
0.1,0.09999999999999999,0.0005288919268420666,-0.0007797962033046558,0.0013086881301467225,0.022745651982453704,-0.06573003284376668,0.08847568482622038,0.14717422297330432,True,False,False
0.2,0.19999999999999998,0.00016849201492570928,-0.004876056537197182,0.005044548552122891,0.01552167103707741,-0.11818459283860903,0.13370626387568643,0.1628235787667622,True,False,False
0.3,0.3,0.0016096611546105569,0.009619443823361787,-0.00800978266875123,-0.007437318027709048,-0.0028493457942134434,-0.004587972233495604,0.1861334266087764,True,True,False
