# step time iz imu ivpar real_f imag_f real_phi imag_phi
         780   2.33999999999998E+00        1        1        1   3.59701501304633E-05   1.74054501099424E-04  -1.56832350415833E-03   9.47908689799781E-04
         780   2.33999999999998E+00        1        1        2   1.24629231433668E-05   1.41889724731904E-04  -1.56832350415833E-03   9.47908689799781E-04
         780   2.33999999999998E+00        1        1        3  -2.24152901993084E-04   1.96413126775827E-04  -1.56832350415833E-03   9.47908689799781E-04
         780   2.33999999999998E+00        1        1        4  -6.78057502219362E-05  -4.13850003828602E-04  -1.56832350415833E-03   9.47908689799781E-04
         780   2.33999999999998E+00        1        1        5  -5.67458689417995E-05  -2.67684746289908E-04  -1.56832350415833E-03   9.47908689799781E-04
         780   2.33999999999998E+00        1        1        6  -1.93815386017478E-04   4.23819878108613E-05  -1.56832350415833E-03   9.47908689799781E-04
         780   2.33999999999998E+00        1        1        7   1.61325734223685E-04  -3.57133609434523E-04  -1.56832350415833E-03   9.47908689799781E-04
         780   2.33999999999998E+00        1        1        8  -3.62630753143387E-04  -6.51356245944827E-05  -1.56832350415833E-03   9.47908689799781E-04
         780   2.33999999999998E+00        1        1        9  -9.77299947387768E-04   7.68853439477602E-04  -1.56832350415833E-03   9.47908689799781E-04
         780   2.33999999999998E+00        1        1       10  -5.54860253103036E-04   4.41987499887590E-04  -1.56832350415833E-03   9.47908689799781E-04
         780   2.33999999999998E+00        1        1       11   2.73435968111055E-04  -9.78382269262800E-04  -1.56832350415833E-03   9.47908689799781E-04
         780   2.33999999999998E+00        1        1       12  -2.33884265668238E-03  -8.31777653976079E-04  -1.56832350415833E-03   9.47908689799781E-04
         780   2.33999999999998E+00        1        1       13  -3.71411938792978E-04   2.02736827825040E-03  -1.56832350415833E-03   9.47908689799781E-04
         780   2.33999999999998E+00        1        1       14  -2.37533697973605E-03  -7.74042362942275E-03  -1.56832350415833E-03   9.47908689799781E-04
         780   2.33999999999998E+00        1        1       15  -2.62782147803719E-03   6.23825611871608E-03  -1.56832350415833E-03   9.47908689799781E-04
         780   2.33999999999998E+00        1        1       16   2.60773998207820E-03   1.64395466684943E-03  -1.56832350415833E-03   9.47908689799781E-04
         780   2.33999999999998E+00        1        1       17   8.19223595567156E-04   2.03408879333963E-04  -1.56832350415833E-03   9.47908689799781E-04
         780   2.33999999999998E+00        1        1       18   1.34586188242604E-03  -3.48551486341885E-04  -1.56832350415833E-03   9.47908689799781E-04
         780   2.33999999999998E+00        1        1       19  -1.73555992535605E-03   3.31514270021963E-03  -1.56832350415833E-03   9.47908689799781E-04
         780   2.33999999999998E+00        1        1       20   2.57949817801702E-03  -2.45693782549105E-03  -1.56832350415833E-03   9.47908689799781E-04
         780   2.33999999999998E+00        1        1       21  -9.40859925042349E-04   1.74144620234174E-03  -1.56832350415833E-03   9.47908689799781E-04
         780   2.33999999999998E+00        1        1       22   2.79450594972902E-04   2.29628574122726E-03  -1.56832350415833E-03   9.47908689799781E-04
         780   2.33999999999998E+00        1        1       23   2.67744685332377E-03   5.18719596573809E-04  -1.56832350415833E-03   9.47908689799781E-04
