  3.97678E-07   4.05717E-06   9.64646E-06   1.02986E-05   9.57225E-07   6.62716E-10   7.49947E-06   7.81212E-05   5.76807E-06   1.66849E-08   5.08023E-09   9.29973E-07   1.04255E-05   1.63099E-04   3.95147E-06   6.18512E-06   8.69218E-06   4.83741E-04   2.30324E-03   2.96728E-04   9.93012E-04   5.43263E-06   4.09580E-02   4.54650E-01   4.54650E-01   4.09580E-02   5.43263E-06   9.93012E-04   2.96728E-04   2.30324E-03   4.83741E-04   8.69218E-06   6.18512E-06   3.95147E-06   1.63099E-04   1.04255E-05   9.29973E-07   5.08023E-09   1.66849E-08   5.76807E-06   7.81212E-05   7.49947E-06   6.62716E-10   9.57225E-07   1.02986E-05   9.64646E-06   4.05717E-06   3.97678E-07
  1.13367E-07   2.81277E-06   6.06759E-06   1.02679E-05   7.42403E-07   3.20806E-10   6.20716E-06   1.84463E-05   3.87894E-06   4.02633E-07   3.64134E-09   3.46277E-07   3.70652E-06   1.52392E-04   2.63381E-06   5.98422E-06   8.66004E-06   2.74283E-04   2.12322E-03   3.22147E-04   1.19472E-03   1.40415E-05   4.18445E-02   4.54004E-01   4.54004E-01   4.18445E-02   1.40415E-05   1.19472E-03   3.22147E-04   2.12322E-03   2.74283E-04   8.66004E-06   5.98422E-06   2.63381E-06   1.52392E-04   3.70652E-06   3.46277E-07   3.64134E-09   4.02633E-07   3.87894E-06   1.84463E-05   6.20716E-06   3.20806E-10   7.42403E-07   1.02679E-05   6.06759E-06   2.81277E-06   1.13367E-07
  1.49294E-07   1.16315E-05   2.64861E-06   3.06276E-06   3.28949E-07   1.41891E-10   2.50329E-06   2.62129E-05   1.90470E-06   8.80127E-07   7.93287E-10   7.83789E-07   6.98449E-06   1.43264E-04   6.82601E-06   4.68899E-06   7.97863E-06   1.16545E-04   1.85426E-03   3.37322E-04   1.31424E-03   3.10464E-05   4.30713E-02   4.53055E-01   4.53055E-01   4.30713E-02   3.10464E-05   1.31424E-03   3.37322E-04   1.85426E-03   1.16545E-04   7.97863E-06   4.68899E-06   6.82601E-06   1.43264E-04   6.98449E-06   7.83789E-07   7.93287E-10   8.80127E-07   1.90470E-06   2.62129E-05   2.50329E-06   1.41891E-10   3.28949E-07   3.06276E-06   2.64861E-06   1.16315E-05   1.49294E-07
  9.19924E-08   3.60250E-05   1.18481E-06   4.68908E-06   9.99280E-07   2.69589E-09   5.23983E-06   1.86942E-05   3.17073E-06   2.20781E-06   7.67602E-09   1.89981E-06   7.28379E-06   1.36141E-04   2.14027E-05   5.14165E-06   6.84294E-06   1.40419E-04   1.57751E-03   3.21668E-04   1.20744E-03   5.48787E-05   4.45694E-02   4.51878E-01   4.51878E-01   4.45694E-02   5.48787E-05   1.20744E-03   3.21668E-04   1.57751E-03   1.40419E-04   6.84294E-06   5.14165E-06   2.14027E-05   1.36141E-04   7.28379E-06   1.89981E-06   7.67602E-09   2.20781E-06   3.17073E-06   1.86942E-05   5.23983E-06   2.69589E-09   9.99280E-07   4.68908E-06   1.18481E-06   3.60250E-05   9.19924E-08
  2.86874E-07   6.31801E-05   1.09697E-06   9.97916E-06   2.24276E-06   2.79386E-09   1.38717E-05   9.39171E-06   2.27229E-06   3.12484E-06   1.55832E-08   2.69535E-06   8.56275E-06   1.31792E-04   2.14686E-05   1.01174E-05   6.43075E-06   2.40399E-04   1.31914E-03   2.76045E-04   9.40483E-04   7.78508E-05   4.62453E-02   4.50614E-01   4.50614E-01   4.62453E-02   7.78508E-05   9.40483E-04   2.76045E-04   1.31914E-03   2.40399E-04   6.43075E-06   1.01174E-05   2.14686E-05   1.31792E-04   8.56275E-06   2.69535E-06   1.55832E-08   3.12484E-06   2.27229E-06   9.39171E-06   1.38717E-05   2.79386E-09   2.24276E-06   9.97916E-06   1.09697E-06   6.31801E-05   2.86874E-07
  2.66263E-07   6.49363E-05   8.10281E-07   8.59562E-06   2.59733E-06   2.98725E-09   1.63244E-05   1.73921E-05   8.31528E-07   1.44170E-05   6.84151E-08   1.01653E-05   2.61915E-05   1.29077E-04   5.26537E-05   1.93780E-05   6.85429E-06   2.30354E-04   1.07412E-03   2.28846E-04   7.34867E-04   9.67263E-05   4.80307E-02   4.49234E-01   4.49234E-01   4.80307E-02   9.67263E-05   7.34867E-04   2.28846E-04   1.07412E-03   2.30354E-04   6.85429E-06   1.93780E-05   5.26537E-05   1.29077E-04   2.61915E-05   1.01653E-05   6.84151E-08   1.44170E-05   8.31528E-07   1.73921E-05   1.63244E-05   2.98725E-09   2.59733E-06   8.59562E-06   8.10281E-07   6.49363E-05   2.66263E-07
  4.65303E-07   2.21829E-05   6.04876E-07   1.31445E-05   5.50413E-06   1.36939E-09   2.86377E-05   1.39391E-05   1.01499E-06   1.89619E-05   9.85906E-08   1.33905E-05   3.07922E-05   1.25704E-04   8.81181E-05   2.69760E-05   8.34821E-06   1.73775E-04   8.50706E-04   2.31587E-04   7.77391E-04   1.28256E-04   4.98935E-02   4.47547E-01   4.47547E-01   4.98935E-02   1.28256E-04   7.77391E-04   2.31587E-04   8.50706E-04   1.73775E-04   8.34821E-06   2.69760E-05   8.81181E-05   1.25704E-04   3.07922E-05   1.33905E-05   9.85906E-08   1.89619E-05   1.01499E-06   1.39391E-05   2.86377E-05   1.36939E-09   5.50413E-06   1.31445E-05   6.04876E-07   2.21829E-05   4.65303E-07
  2.75988E-07   1.38389E-06   5.78528E-07   1.01543E-05   1.02893E-05   1.83320E-08   6.88102E-05   2.95409E-05   2.08398E-06   3.86343E-05   7.01053E-08   2.58813E-05   7.62601E-05   1.21181E-04   8.16743E-05   2.85891E-05   1.26898E-05   2.55533E-04   6.62788E-04   3.28919E-04   1.07251E-03   2.04173E-04   5.17707E-02   4.45197E-01   4.45197E-01   5.17707E-02   2.04173E-04   1.07251E-03   3.28919E-04   6.62788E-04   2.55533E-04   1.26898E-05   2.85891E-05   8.16743E-05   1.21181E-04   7.62601E-05   2.58813E-05   7.01053E-08   3.86343E-05   2.08398E-06   2.95409E-05   6.88102E-05   1.83320E-08   1.02893E-05   1.01543E-05   5.78528E-07   1.38389E-06   2.75988E-07
  2.95644E-07   2.55615E-06   6.00307E-07   6.22413E-06   4.67985E-06   4.48887E-08   3.39032E-05   3.97886E-05   2.77508E-06   4.58368E-05   7.38316E-08   4.41858E-05   1.03506E-04   1.14495E-04   1.60719E-04   3.48983E-05   2.22228E-05   3.68450E-04   5.23990E-04   5.25725E-04   1.44898E-03   3.37543E-04   5.35977E-02   4.42581E-01   4.42581E-01   5.35977E-02   3.37543E-04   1.44898E-03   5.25725E-04   5.23990E-04   3.68450E-04   2.22228E-05   3.48983E-05   1.60719E-04   1.14495E-04   1.03506E-04   4.41858E-05   7.38316E-08   4.58368E-05   2.77508E-06   3.97886E-05   3.39032E-05   4.48887E-08   4.67985E-06   6.22413E-06   6.00307E-07   2.55615E-06   2.95644E-07
  3.43770E-07   5.14265E-05   1.89154E-06   3.06738E-05   5.00167E-06   2.11652E-08   2.16086E-05   3.94060E-05   5.33431E-06   2.92441E-05   2.34912E-07   3.87501E-05   1.24851E-04   1.08838E-04   1.57315E-04   4.84579E-05   3.55070E-05   3.17573E-04   4.59294E-04   7.78983E-04   1.69033E-03   4.97886E-04   5.52339E-02   4.40323E-01   4.40323E-01   5.52339E-02   4.97886E-04   1.69033E-03   7.78983E-04   4.59294E-04   3.17573E-04   3.55070E-05   4.84579E-05   1.57315E-04   1.08838E-04   1.24851E-04   3.87501E-05   2.34912E-07   2.92441E-05   5.33431E-06   3.94060E-05   2.16086E-05   2.11652E-08   5.00167E-06   3.06738E-05   1.89154E-06   5.14265E-05   3.43770E-07
