ky,observed_frequency,reference_frequency,direct_frequency_error,best_frequency_variant,best_frequency_error,direct_profile_error,best_profile_variant,best_profile_error
0.1,-0.08500059010727222,-0.06573003284376668,-0.019270557263505544,least_squares_affine_reference,0.03612712420372631,0.14717422297330432,best_common_circular_shift,0.14638403135334838
0.2,-0.11504014449043624,-0.11818459283860903,0.0031444483481727903,least_squares_affine_reference,-0.01969648003771482,0.1628235787667622,best_common_circular_shift,0.16404284179114392
0.3,-0.16846737325413924,-0.0028493457942134434,-0.1656180274599258,least_squares_affine_reference,-0.016430644166011366,0.18613342660877644,best_common_circular_shift,0.17281575118421877
