z_index,solver_z,stella_z,z_error,solver_B,stella_bmag,B_error,solver_F,stella_b_dot_gradz_over_2pi,F_error,solver_kperp2,stella_kperp2,kperp2_error,solver_D_y,stella_B_times_gradB_dot_grady,stella_B_times_kappa_dot_grady,stella_B_times_drift_y_sum,phi_abs
81,-0.18359375,-0.18359375000000003,-2.7755575615628914e-17,0.9498,0.9498451030724763,4.5103072476293526e-05,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.24732,0.24732659284336236,6.592843362351886e-06,0.1879,0.06449516766550903,0.12342762988370677,0.18792279754921581,3.312797536934463e-11
82,-0.1796875,-0.1796875,0.0,0.9995,0.9995384918782939,3.849187829385592e-05,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.33147,0.3315089574322306,3.895743223059078e-05,0.09353,0.020155630215213147,0.07337366393445272,0.09352929414966586,3.712911330887664e-11
83,-0.17578125,-0.17578125,0.0,1.067,1.0665841846960153,-0.0004158153039846013,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.47664,0.4766303883955961,-9.611604403880758e-06,-0.024300000000000002,-0.03552039973924819,0.01122094306481102,-0.02429945667443717,4.708933136988355e-11
84,-0.171875,-0.171875,0.0,1.119,1.118959229644649,-4.077035535110518e-05,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.58824,0.5882120684963086,-2.793150369140296e-05,-0.13778,-0.09011736488769921,-0.0476561960526968,-0.137773560940396,5.259441645314872e-11
85,-0.16796875,-0.16796875,0.0,1.099,1.0988129872100594,-0.00018701278994059933,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.55026,0.550272201827744,1.2201827743973936e-05,-0.2606,-0.1523450777759787,-0.10829941570200574,-0.26064449347798446,5.5604304957270025e-11
86,-0.1640625,-0.1640625,0.0,1.034,1.034336382380066,0.0003363823800659471,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.44109,0.4410973573454434,7.3573454434372465e-06,-0.07054,-0.06012357720347988,-0.01041746044405738,-0.07054103764753726,5.8017659852759774e-11
87,-0.16015625,-0.16015625,0.0,0.9852,0.9852396829304677,3.968293046774374e-05,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.28593,0.285921912284278,-8.087715722027156e-06,0.021079999999999998,-0.01684908606115917,0.03792567030442085,0.02107658424326168,5.980755626502452e-11
88,-0.15625,-0.15625,0.0,0.9841,0.9841227550502581,2.2755050258171927e-05,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.16416,0.1641482327512066,-1.176724879339841e-05,0.01922,-0.01783602722817196,0.03706409582207317,0.01922806859390121,6.445697394017861e-11
89,-0.15234375,-0.15234375,0.0,1.024,1.02443126447387,0.00043126447386998557,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.08829899999999999,0.0882950496192356,-3.950380764394801e-06,0.036788,-0.006942294104200147,0.043728699456508015,0.03678640535230787,6.927065503727469e-11
90,-0.1484375,-0.1484375,0.0,1.092,1.092215419294404,0.00021541929440394014,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.048014999999999995,0.04801073825683069,-4.2617431693023344e-06,0.07917,0.017297508242617946,0.06187488599829743,0.07917239424091538,7.332295066017641e-11
91,-0.14453125,-0.14453125,0.0,1.118,1.1176695833303292,-0.00033041666967092986,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.032390999999999996,0.0323899021037401,-1.0978962598981457e-06,0.12228,0.03986063912451113,0.08242010034831626,0.12228073947282739,7.199038591044928e-11
92,-0.140625,-0.140625,0.0,1.075,1.0745800752517494,-0.00041992474825058856,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.03340799999999999,0.03340598365487935,-2.0163451206409166e-06,0.13132,0.04263636409318204,0.0886847037914617,0.13132106788464376,6.52910759785325e-11
93,-0.13671875,-0.13671875,0.0,1.008,1.007559931734177,-0.0004400682658229904,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.042966,0.04297018432329734,4.184323297344583e-06,0.0912,0.019410394952005736,0.07178551577424251,0.09119591072624825,5.285563200419665e-11
94,-0.1328125,-0.1328125,0.0,0.9527,0.952675734274424,-2.4265725576011477e-05,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.052163999999999995,0.05216125516412343,-2.744835876568319e-06,0.013310000000000002,-0.02263697291514263,0.0359469249395293,0.01330995202438667,3.6541649865174064e-11
95,-0.12890625,-0.12890625,0.0,0.9811,0.9810973526600191,-2.647339980899055e-06,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.081477,0.08147577969668603,-1.2203033139673858e-06,-0.21056,-0.13290537992167803,-0.07766383900471807,-0.2105692189263961,2.5227373098190464e-11
96,-0.125,-0.125,0.0,1.042,1.0424914632079325,0.0004914632079324743,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.18846,0.18844791427959284,-1.2085720407145617e-05,-0.19226,-0.12059075746666226,-0.07165930771714794,-0.19225006518381021,1.7994093937956655e-11
97,-0.12109375,-0.12109375,0.0,1.145,1.144645790100905,-0.00035420989909495937,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.38672999999999996,0.38674987487732354,1.9874877323577955e-05,-0.14912999999999998,-0.09486379451119423,-0.05427274978623005,-0.1491365442974243,1.4789070002728657e-11
98,-0.1171875,-0.1171875,0.0,1.225,1.2249726780434245,-2.7321956575621087e-05,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.5327999999999999,0.5328282799418285,2.8279941828524002e-05,-0.18318,-0.10931520739322578,-0.07388388172566622,-0.183199089118892,1.1546390727413726e-11
99,-0.11328125,-0.11328125000000001,-1.3877787807814457e-17,1.186,1.1856533818471942,-0.0003466181528057888,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.42282000000000003,0.42284434606691906,2.4346066919034293e-05,-0.06697,-0.0524036018306617,-0.014574265064115894,-0.0669778668947776,6.564676437016709e-12
100,-0.109375,-0.109375,0.0,1.084,1.084378616045376,0.00037861604537603455,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.24264,0.24266801625685344,2.8016256853446997e-05,-0.012879999999999999,-0.029051619703391512,0.016166300770870036,-0.012885318932521476,3.597960648486238e-12
101,-0.10546875,-0.10546875,0.0,0.9818,0.981758379143083,-4.16208569170573e-05,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.1431,0.14309781706035155,-2.182939648459614e-06,0.008999999999999998,-0.02308248650868521,0.03208088403685826,0.008998397528173052,7.29026854956862e-12
102,-0.1015625,-0.10156250000000001,-1.3877787807814457e-17,0.9161,0.9161028235837526,2.8235837525869556e-06,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.12240000000000001,0.12238227986248806,-1.7720137511945122e-05,0.12564,0.031140414884716073,0.0944980950375179,0.12563850992223397,1.946820837636648e-11
103,-0.09765625,-0.09765625,0.0,0.9654,0.9653883173502524,-1.1682649747601914e-05,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.09612,0.09608198170640017,-3.801829359982578e-05,-0.05700197,-0.05703136288118654,2.8032603656758754e-05,-0.05700333027752978,2.311261122478998e-11
104,-0.09375,-0.09375,0.0,1.099,1.0994793407823724,0.0004793407823724394,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.059265,0.05926666542675299,1.665426752991972e-06,-0.2952,-0.16955493523149143,-0.1255718774211761,-0.2951268126526675,3.157422717639232e-11
105,-0.08984375,-0.08984375,0.0,1.225,1.2246058609281931,-0.00039413907180696484,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.10521,0.10519783287646717,-1.2167123532830226e-05,-0.3611,-0.1982793886320274,-0.1628284734694384,-0.36110786210146584,4.510859245628232e-11
106,-0.0859375,-0.0859375,0.0,1.28,1.2796924554760882,-0.00030754452391179576,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.24633,0.24631745557878965,-1.25444212103476e-05,-0.272,-0.15224534847048019,-0.11976874186993514,-0.27201409034041535,5.036485524474476e-11
107,-0.08203125,-0.08203125,0.0,1.183,1.1826973199008608,-0.000302680099139252,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.23597999999999997,0.23600176231141995,2.176231141998164e-05,-0.1744,-0.10620613284798386,-0.06819543737835806,-0.17440157022634192,4.446682517144378e-11
108,-0.078125,-0.078125,0.0,1.053,1.0529494751358723,-5.0524864127599045e-05,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.18144,0.18140720746261624,-3.279253738375232e-05,-0.047280100000000005,-0.04761736124025011,0.0003399302613782486,-0.04727743097887186,3.5322981277271435e-11
109,-0.07421875,-0.07421875,0.0,0.9448,0.9448131392111957,1.3139211195722922e-05,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.12240000000000001,0.12239897369330299,-1.0263066970161994e-06,0.025389999999999996,-0.01709191501454089,0.042475906054955735,0.025383991040414847,2.990246963375712e-11
110,-0.0703125,-0.0703125,0.0,0.9254,0.9253770637075267,-2.293629247329676e-05,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.10908,0.1090923052025506,1.230520255060541e-05,0.017650000000000002,-0.022218421965695873,0.039871226437966735,0.017652804472270862,3.2789809920236884e-11
111,-0.06640625,-0.06640625,0.0,1.003,1.0030313911266904,3.139112669048316e-05,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.14876999999999999,0.148747594552482,-2.2405447517998e-05,-0.05503,-0.05393656682871226,-0.0010903742783443134,-0.05502694110705657,4.051434081350205e-11
112,-0.0625,-0.0625,0.0,1.127,1.1274557336335331,0.00045573363353312857,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.19962,0.19958675641744136,-3.324358255862858e-05,-0.1968,-0.11933184318377979,-0.07750366912222861,-0.1968355123060084,4.5905488159821866e-11
113,-0.05859375,-0.05859375,0.0,1.232,1.2324723763397096,0.0004723763397096459,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.24372000000000002,0.24368374567230222,-3.6254327697798905e-05,-0.22063,-0.1278347108459928,-0.0928250643577702,-0.220659775203763,4.3959846764173746e-11
114,-0.0546875,-0.0546875,0.0,1.251,1.2512371489609315,0.0002371489609316324,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.16191,0.16193228861497405,2.22886149740531e-05,-0.35150000000000003,-0.1927127479381635,-0.1587566148799032,-0.35146936281806673,3.609182426523226e-11
115,-0.05078125,-0.05078125000000001,-6.938893903907228e-18,1.154,1.1538222773137026,-0.00017772268629734356,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.056133,0.05613184290415153,-1.1570958484696803e-06,-0.3528,-0.19639381829475092,-0.15644856565450113,-0.35284238394925205,2.148576932654039e-11
116,-0.046875,-0.046875,0.0,1.021,1.020734624139955,-0.0002653758600448253,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.077706,0.07770756450532497,1.5645053249718766e-06,-0.16837000000000002,-0.10971712519406028,-0.05867358862999692,-0.1683907138240572,1.0282726987116783e-11
117,-0.04296875,-0.04296875,0.0,0.933,0.9330407897779941,4.07897779940436e-05,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.1233,0.1233424755145498,4.2475514549791815e-05,0.12329999999999999,0.031107852952809125,0.09219157133355267,0.1232994242863618,2.05089934276784e-11
118,-0.0390625,-0.0390625,0.0,0.9516,0.951560325837038,-3.967416296202231e-05,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.13949999999999999,0.1395020747731594,2.0747731594161767e-06,0.040853,-0.00893720595138857,0.04979221799362518,0.04085501204223661,1.9522184327860902e-11
119,-0.03515625,-0.03515625,0.0,1.031,1.031490313066047,0.0004903130660471877,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.21105000000000002,0.2110727972528528,2.2797252852785332e-05,0.0016799999999999975,-0.02414806278740466,0.02583259369865944,0.00168453091125478,9.099137568331732e-12
120,-0.03125,-0.03125,0.0,1.123,1.1233149808782414,0.0003149808782414443,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.33138,0.33138656118043625,6.561180436237546e-06,-0.07915,-0.06064404725969297,-0.01850850668985058,-0.07915255394954354,1.1049276089819629e-11
121,-0.02734375,-0.02734375,0.0,1.179,1.1793833687001898,0.00038336870018973457,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.42201,0.42198145701557177,-2.8542984428225893e-05,-0.20618999999999998,-0.12222223687077,-0.08398671029740232,-0.2062089471681723,6.476799510001224e-12
122,-0.0234375,-0.0234375,0.0,1.133,1.1328276954865923,-0.00017230451340766173,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.35433,0.3543666878882447,3.6687888244735234e-05,-0.17374,-0.10757528761587543,-0.06614277971718271,-0.17371806733305814,6.167580714231139e-12
123,-0.01953125,-0.01953125,0.0,1.029,1.0292438406548619,0.00024384065486193762,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.2079,0.20792284141373618,2.2841413736179872e-05,-0.031404,-0.04079508847865411,0.009395609408383169,-0.03139947907027094,1.5865503025499627e-11
124,-0.015625,-0.015625,0.0,0.9966,0.9966448646687894,4.486466878939055e-05,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.10475999999999999,0.10478971722549602,2.971722549602318e-05,-0.10221,-0.07787190221238736,-0.02433814710786621,-0.10221004932025357,1.7133584507148725e-11
125,-0.01171875,-0.01171875,0.0,0.9871,0.9871169428018622,1.6942801862263046e-05,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.05003099999999999,0.05003378685799366,2.786857993666847e-06,-0.07964,-0.06710783568884723,-0.012533868141489102,-0.07964170383033634,1.8833325688670616e-11
126,-0.0078125,-0.0078125,0.0,1.015,1.0153472017696734,0.0003472017696735108,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.030500999999999997,0.03050215025777999,1.1502577799936409e-06,0.01958,-0.015998900677557083,0.03558431098468124,0.019585410307124157,2.400267686225284e-11
127,-0.00390625,-0.00390625,0.0,1.055,1.0552001727369755,0.00020017273697559013,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.022104,0.02210381917000699,-1.8082999300728098e-07,0.08562,0.018935858529830162,0.06668429376856652,0.08562015229839669,2.769537647855475e-11
128,0.0,0.0,0.0,1.087,1.0874637498556448,0.00046374985564479054,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.018674999999999997,0.018676237648611465,1.2376486114677732e-06,0.09887,0.026946489515925837,0.07192193507310363,0.09886842458902946,2.9136670848478574e-11
129,0.00390625,0.00390625,0.0,1.055,1.0552001727369666,0.00020017273696670834,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.022104,0.022103819170008282,-1.808299917166467e-07,0.08562,0.018935858529826197,0.06668429376856333,0.08562015229838953,2.7695376478553722e-11
130,0.0078125,0.0078125,0.0,1.015,1.0153472017696652,0.00034720176966529515,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.030500999999999997,0.030502150257782096,1.1502577820995952e-06,0.01958,-0.0159989006775663,0.03558431098467287,0.01958541030710657,2.4002676862250723e-11
131,0.01171875,0.01171875,0.0,0.9871,0.9871169428018617,1.6942801861707935e-05,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.05003099999999999,0.05003378685800099,2.786858001001258e-06,-0.07964,-0.06710783568885519,-0.012533868141496998,-0.07964170383035218,1.8833325688667747e-11
132,0.015625,0.015625,0.0,0.9966,0.9966448646687923,4.486466879227713e-05,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.10475999999999999,0.10478971722551447,2.971722551448064e-05,-0.10221,-0.07787190221238273,-0.024338147107861915,-0.10221004932024465,1.7133584507147223e-11
133,0.01953125,0.01953125,0.0,1.029,1.029243840654878,0.00024384065487814688,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.2079,0.20792284141376596,2.2841413765961605e-05,-0.031404,-0.04079508847865322,0.009395609408382473,-0.03139947907027075,1.5865503025496344e-11
134,0.0234375,0.0234375,0.0,1.133,1.132827695486613,-0.00017230451338701158,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.35433,0.3543666878882732,3.6687888273212454e-05,-0.17374,-0.10757528761589528,-0.0661427797172041,-0.17371806733309939,6.167580714225455e-12
135,0.02734375,0.02734375,0.0,1.179,1.179383368700189,0.0003833687001888464,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.42201,0.4219814570155693,-2.8542984430723894e-05,-0.20618999999999998,-0.12222223687075395,-0.08398671029738623,-0.2062089471681402,6.476799510006343e-12
136,0.03125,0.03125,0.0,1.123,1.123314980878223,0.00031498087822301457,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.33138,0.33138656118040777,6.561180407760325e-06,-0.07915,-0.06064404725969008,-0.018508506689846327,-0.07915255394953641,1.1049276089822651e-11
137,0.03515625,0.03515625,0.0,1.031,1.0314903130660293,0.0004903130660294241,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.21105000000000002,0.21107279725283334,2.2797252833328674e-05,0.0016799999999999975,-0.02414806278739579,0.025832593698670026,0.0016845309112742367,9.099137568332354e-12
138,0.0390625,0.0390625,0.0,0.9516,0.9515603258370251,-3.9674162974900895e-05,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.13949999999999999,0.13950207477315305,2.07477315306015e-06,0.040853,-0.008937205951376643,0.049792217993638706,0.040855012042262065,1.9522184327855748e-11
139,0.04296875,0.04296875,0.0,0.933,0.933040789778003,4.078977800292538e-05,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.1233,0.12334247551454548,4.247551454547582e-05,0.12329999999999999,0.031107852952792916,0.0921915713335353,0.12329942428632822,2.0508993427666212e-11
140,0.046875,0.046875,0.0,1.021,1.020734624139976,-0.0002653758600239531,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.077706,0.0777075645053145,1.5645053145080245e-06,-0.16837000000000002,-0.10971712519408493,-0.05867358863002368,-0.1683907138241086,1.0282726987119544e-11
141,0.05078125,0.05078125000000001,6.938893903907228e-18,1.154,1.1538222773137286,-0.00017772268627136434,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.056133,0.05613184290415852,-1.1570958414822141e-06,-0.3528,-0.19639381829475838,-0.1564485656545104,-0.3528423839492688,2.148576932654471e-11
142,0.0546875,0.0546875,0.0,1.251,1.2512371489609413,0.00023714896094140236,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.16191,0.16193228861500017,2.2288615000171097e-05,-0.35150000000000003,-0.1927127479381548,-0.15875661487989493,-0.35146936281804975,3.609182426524124e-11
143,0.05859375,0.05859375,0.0,1.232,1.2324723763396939,0.0004723763396938807,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.24372000000000002,0.24368374567230014,-3.625432769988057e-05,-0.22063,-0.1278347108459887,-0.09282506435776522,-0.22065977520375393,4.3959846764180816e-11
144,0.0625,0.0625,0.0,1.127,1.1274557336335072,0.00045573363350714935,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.19962,0.1995867564174312,-3.324358256878712e-05,-0.1968,-0.11933184318376644,-0.07750366912221336,-0.1968355123059798,4.5905488159827346e-11
145,0.06640625,0.06640625,0.0,1.003,1.0030313911266722,3.1391126672275504e-05,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.14876999999999999,0.14874759455247213,-2.240544752785123e-05,-0.05503,-0.053936566828710945,-0.001090374278341122,-0.055026941107052064,4.0514340813502524e-11
146,0.0703125,0.0703125,0.0,0.9254,0.9253770637075159,-2.2936292484065923e-05,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.10908,0.10909230520254824,1.2305202548246186e-05,0.017650000000000002,-0.02221842196567606,0.039871226437988,0.017652804472311944,3.2789809920231e-11
147,0.07421875,0.07421875,0.0,0.9448,0.9448131392112118,1.3139211211821156e-05,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.12240000000000001,0.12239897369331207,-1.0263066879401261e-06,0.025389999999999996,-0.01709191501454518,0.042475906054949414,0.025383991040404234,2.99024696337532e-11
148,0.078125,0.078125,0.0,1.053,1.0529494751359034,-5.05248640965128e-05,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.18144,0.18140720746263064,-3.2792537369347174e-05,-0.047280100000000005,-0.047617361240264666,0.0003399302613608944,-0.04727743097890377,3.532298127727462e-11
149,0.08203125,0.08203125,0.0,1.183,1.182697319900891,-0.0003026800991090539,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.23597999999999997,0.23600176231143274,2.176231143277696e-05,-0.1744,-0.10620613284799277,-0.06819543737836894,-0.1744015702263617,4.446682517144759e-11
150,0.0859375,0.0859375,0.0,1.28,1.2796924554760998,-0.00030754452390024944,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.24633,0.2463174555787665,-1.254442123349575e-05,-0.272,-0.15224534847050372,-0.11976874186995928,-0.272014090340463,5.0364855244746315e-11
151,0.08984375,0.08984375,0.0,1.225,1.224605860928164,-0.0003941390718360527,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.10521,0.10519783287643396,-1.2167123566039773e-05,-0.3611,-0.19827938863202774,-0.16282847346943707,-0.36110786210146484,4.5108592456280336e-11
152,0.09375,0.09375,0.0,1.099,1.0994793407823253,0.0004793407823253659,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.059265,0.0592666654267565,1.6654267565030523e-06,-0.2952,-0.16955493523147014,-0.125571877421151,-0.29512681265262114,3.157422717638847e-11
153,0.09765625,0.09765625,0.0,0.9654,0.9653883173502259,-1.1682649774136245e-05,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.09612,0.09608198170641231,-3.8018293587682717e-05,-0.05700197,-0.057031362881155616,2.8032603690780842e-05,-0.057003330277464834,2.311261122479079e-11
154,0.1015625,0.10156250000000001,1.3877787807814457e-17,0.9161,0.9161028235837577,2.8235837576939815e-06,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.12240000000000001,0.12238227986249209,-1.7720137507920564e-05,0.12564,0.031140414884718005,0.0944980950375191,0.1256385099222371,1.946820837636458e-11
155,0.10546875,0.10546875,0.0,0.9818,0.9817583791431072,-4.162085689285444e-05,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.1431,0.14309781706036662,-2.1829396333883366e-06,0.008999999999999998,-0.023082486508679157,0.032080884036861615,0.008998397528182458,7.290268549565211e-12
156,0.109375,0.109375,0.0,1.084,1.0843786160454076,0.0003786160454075649,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.24264,0.24266801625689002,2.8016256890028846e-05,-0.012879999999999999,-0.029051619703412343,0.016166300770846565,-0.012885318932565778,3.5979606484924546e-12
157,0.11328125,0.11328125000000001,1.3877787807814457e-17,1.186,1.1856533818472157,-0.00034661815278425046,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.42282000000000003,0.42284434606697224,2.4346066972213976e-05,-0.06697,-0.05240360183065808,-0.014574265064113627,-0.0669778668947717,6.564676437022597e-12
158,0.1171875,0.1171875,0.0,1.225,1.224972678043418,-2.732195658206038e-05,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.5327999999999999,0.5328282799418188,2.8279941818865062e-05,-0.18318,-0.10931520739324257,-0.07388388172568264,-0.1831990891189252,1.1546390727416188e-11
159,0.12109375,0.12109375,0.0,1.145,1.144645790100875,-0.0003542098991249354,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.38672999999999996,0.3867498748772701,1.9874877270120717e-05,-0.14912999999999998,-0.09486379451118172,-0.054272749786215435,-0.14913654429739714,1.4789070002731985e-11
160,0.125,0.125,0.0,1.042,1.042491463207915,0.0004914632079149328,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.18846,0.18844791427955532,-1.2085720444671155e-05,-0.19226,-0.1205907574666751,-0.07165930771715913,-0.19225006518383422,1.799409393795977e-11
161,0.12890625,0.12890625,0.0,0.9811,0.9810973526600043,-2.647339995665021e-06,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.081477,0.08147577969667072,-1.2203033292745857e-06,-0.21056,-0.13290537992166238,-0.07766383900470074,-0.2105692189263631,2.5227373098191336e-11
162,0.1328125,0.1328125,0.0,0.9527,0.9526757342744291,-2.426572557090445e-05,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.052163999999999995,0.05216125516412104,-2.7448358789552985e-06,0.013310000000000002,-0.022636972915124863,0.035946924939546425,0.013309952024421562,3.654164986517464e-11
163,0.13671875,0.13671875,0.0,1.008,1.0075599317341917,-0.00044006826580833547,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.042966,0.04297018432329511,4.184323295110259e-06,0.0912,0.019410394952012883,0.07178551577424816,0.09119591072626104,5.285563200419773e-11
164,0.140625,0.140625,0.0,1.075,1.074580075251765,-0.00041992474823504544,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.03340799999999999,0.03340598365487784,-2.0163451221535955e-06,0.13132,0.042636364093183346,0.08868470379146168,0.13132106788464504,6.529107597853147e-11
165,0.14453125,0.14453125,0.0,1.118,1.1176695833303285,-0.000330416669671596,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.032390999999999996,0.032389902103741555,-1.097896258440978e-06,0.12228,0.03986063912450826,0.08242010034831343,0.1222807394728217,7.199038591044717e-11
166,0.1484375,0.1484375,0.0,1.092,1.0922154192943954,0.0002154192943952804,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.048014999999999995,0.048010738256836195,-4.2617431637997916e-06,0.07917,0.01729750824261077,0.06187488599829094,0.07917239424090171,7.33229506601747e-11
167,0.15234375,0.15234375,0.0,1.024,1.0244312644738562,0.0004312644738562188,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.08829899999999999,0.08829504961924566,-3.950380754333405e-06,0.036788,-0.006942294104198932,0.04372869945651059,0.03678640535231166,6.927065503727236e-11
168,0.15625,0.15625,0.0,0.9841,0.9841227550502568,2.275505025683966e-05,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.16416,0.16414823275122636,-1.176724877363644e-05,0.01922,-0.01783602722817737,0.03706409582206792,0.01922806859389055,6.445697394017635e-11
169,0.16015625,0.16015625,0.0,0.9852,0.9852396829304702,3.968293047018623e-05,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.28593,0.28592191228430774,-8.087715692273179e-06,0.021079999999999998,-0.016849086061153973,0.037925670304425785,0.02107658424327181,5.980755626502245e-11
170,0.1640625,0.1640625,0.0,1.034,1.034336382380084,0.00033638238008393273,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.44109,0.44109735734547656,7.357345476577404e-06,-0.07054,-0.060123577203505876,-0.010417460444085118,-0.070541037647591,5.8017659852758985e-11
171,0.16796875,0.16796875,0.0,1.099,1.0988129872100674,-0.00018701278993260573,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.55026,0.5502722018277584,1.2201827758406836e-05,-0.2606,-0.1523450777759782,-0.10829941570200591,-0.26064449347798413,5.560430495726983e-11
172,0.171875,0.171875,0.0,1.119,1.1189592296446464,-4.077035535354767e-05,0.0019607888988921506,0.001960114464431741,-6.74434460409476e-07,0.58824,0.588212068496304,-2.7931503695954873e-05,-0.13778,-0.09011736488768068,-0.04765619605267812,-0.1377735609403588,5.259441645314967e-11
