z_index,z,theta,phi,rho,B,F,G,E_y,D_x,D_y,g_xx,g_xy,g_yy,kperp2_min,kperp2_max
11,-0.45703125,-2.8716120349219203,-20.03,0.8,1.082,0.0019607888988921506,0.02309340985536753,0.1279,0.06367,0.30110000000000003,3.58,5.124,7.66,0.07660000000000002,0.6894
12,-0.453125,-2.84706834231575,-19.87,0.8,1.015,0.0019607888988921506,0.03876162794017614,0.03362,0.008377,0.11882999999999999,2.866,4.372,7.029,0.07029000000000002,0.63261
13,-0.44921875,-2.82252464970958,-19.7,0.8,0.957,0.0019607888988921506,0.011472528369240764,-0.09515,-0.05904,-0.13224,2.24,3.58,6.132,0.061320000000000006,0.5518799999999999
14,-0.4453125,-2.7979809571034093,-19.52,0.8,0.9754,0.0019607888988921506,-0.02470573876365427,-0.2397,-0.08649,-0.4235,2.198,3.88,7.285,0.07285000000000001,0.65565
15,-0.44140625,-2.773437264497239,-19.34,0.8,1.034,0.0019607888988921506,-0.0339590109926283,-0.08143,0.03145,-0.11308,1.746,3.83,9.015,0.09015000000000002,0.81135
16,-0.4375,-2.748893571891069,-19.18,0.8,1.128,0.0019607888988921506,-0.05126329703025396,0.02632,0.08509,0.09441999999999999,1.024,3.036,10.25,0.10250000000000002,0.9225
17,-0.43359375,-2.724349879284899,-19.01,0.8,1.22,0.0019607888988921506,-0.016654813043020456,-0.01524,0.07518,0.005260000000000001,0.4469,1.641,9.354,0.09354000000000001,0.8418599999999999
18,-0.4296875,-2.6998061866787286,-18.85,0.8,1.194,0.0019607888988921506,0.032612111852861066,0.04684,0.07405,0.13095,0.2999,0.6122,6.007,0.060070000000000005,0.5406299999999999
19,-0.42578125,-2.675262494072558,-18.68,0.8,1.098,0.0019607888988921506,0.048481004932930886,0.06958,0.08111,0.18328,0.4229,0.5086,3.464,0.034640000000000004,0.31176
20,-0.421875,-2.650718801466388,-18.5,0.8,0.9914,0.0019607888988921506,0.05075581245013192,0.04391,0.04754,0.14191,0.5953,0.7669,2.639,0.026390000000000004,0.23750999999999997
21,-0.41796875,-2.6261751088602177,-18.31,0.8,0.9194,0.0019607888988921506,0.015989372574145334,0.05152,0.01672,0.16592,0.6259,0.9334,2.743,0.027430000000000003,0.24686999999999998
22,-0.4140625,-2.6016314162540475,-18.12,0.8,0.9551,0.0019607888988921506,-0.05175493954695623,-0.1294,-0.06339,-0.20049,0.8212,1.079,2.529,0.025290000000000003,0.22760999999999998
23,-0.41015625,-2.5770877236478773,-17.94,0.8,1.081,0.0019607888988921506,-0.06251514581879983,-0.2624,-0.07626,-0.47930000000000006,1.799,2.615,4.451,0.04451000000000001,0.40058999999999995
24,-0.40625,-2.552544031041707,-17.78,0.8,1.213,0.0019607888988921506,-0.051446717842591715,-0.2814,-0.0619,-0.5266,3.597,6.314,11.49,0.11490000000000003,1.0341
25,-0.40234375,-2.5280003384355365,-17.62,0.8,1.283,0.0019607888988921506,0.004737679390406571,-0.1266,0.02599,-0.22086,4.542,9.284,19.34,0.19340000000000004,1.7406
26,-0.3984375,-2.5034566458293663,-17.46,0.8,1.196,0.0019607888988921506,0.054159144580672766,-0.02832,0.06119,-0.019450000000000002,2.525,5.688,13.38,0.13380000000000003,1.2042
27,-0.39453125,-2.478912953223196,-17.29,0.8,1.07,0.0019607888988921506,0.057739153120059165,0.05495,0.08272,0.15635,1.136,2.63,7.091,0.07091000000000001,0.63819
28,-0.390625,-2.454369260617026,-17.11,0.8,0.9534,0.0019607888988921506,0.048539704235800805,0.0206,0.03026,0.09970000000000001,0.7259,1.3,3.581,0.03581000000000001,0.32228999999999997
29,-0.38671875,-2.429825568010856,-16.91,0.8,0.9206,0.0019607888988921506,-0.015307822770969376,-0.04356,-0.02338,-0.024380000000000002,0.7298,1.126,2.899,0.028990000000000005,0.26091
30,-0.3828125,-2.405281875404685,-16.72,0.8,0.9912,0.0019607888988921506,-0.05274764879636637,-0.1106,-0.04308,-0.16707,0.6282,0.8589,2.739,0.027390000000000005,0.24650999999999998
31,-0.37890625,-2.380738182798515,-16.54,0.8,1.112,0.0019607888988921506,-0.05688998252068621,-0.2092,-0.07434,-0.37539999999999996,0.7412,0.4066,1.892,0.018920000000000003,0.17028
32,-0.375,-2.356194490192345,-16.37,0.8,1.222,0.0019607888988921506,-0.03502607392597585,-0.2126,-0.06437,-0.3896,1.44,0.4036,1.151,0.011510000000000003,0.10359
33,-0.37109375,-2.3316507975861747,-16.21,0.8,1.258,0.0019607888988921506,0.010656276331300554,-0.2316,-0.03422,-0.4296,2.421,1.461,1.535,0.015350000000000003,0.13815
34,-0.3671875,-2.3071071049800045,-16.04,0.8,1.17,0.0019607888988921506,0.05642927273516472,-0.1991,0.0008658,-0.3594,2.489,2.774,3.643,0.036430000000000004,0.32787
35,-0.36328125,-2.282563412373834,-15.88,0.8,1.034,0.0019607888988921506,0.061815484325164045,-0.03615,0.06546,-0.02255,1.684,2.764,5.173,0.05173000000000001,0.46557
36,-0.359375,-2.2580197197676637,-15.7,0.8,0.9388,0.0019607888988921506,0.026722033309602808,0.1322,0.08486,0.3248,1.056,2.134,5.146,0.051460000000000006,0.46314
37,-0.35546875,-2.2334760271614935,-15.51,0.8,0.9441,0.0019607888988921506,-0.02817482289409072,-0.03325,-0.02368,-0.006850000000000002,0.9358,1.968,5.092,0.05092000000000001,0.45827999999999997
38,-0.3515625,-2.2089323345553233,-15.33,0.8,1.021,0.0019607888988921506,-0.044989650950220235,-0.09038,-0.05293,-0.12972,1.04,2.506,7.036,0.07036,0.6332399999999999
39,-0.34765625,-2.184388641949153,-15.16,0.8,1.114,0.0019607888988921506,-0.0397927382436567,-0.176,-0.08687,-0.3091,1.087,3.053,9.713,0.09713000000000001,0.8741699999999999
40,-0.34375,-2.1598449493429825,-15.0,0.8,1.18,0.0019607888988921506,-0.01245554212874608,-0.2525,-0.1051,-0.4667,0.9354,2.975,10.95,0.10950000000000001,0.9854999999999999
