ky_index,ky,growth_rate,frequency,kperp2_average,quasilinear_contribution,raw_final_amplitude,log_normalization
0,0.1,-0.1238540171183172,-0.04133970882616402,0.049393198814334495,0.0,0.9730838970434371,-4.675458954319223
1,0.2,-0.0973583421928994,-0.068972169884089,0.162597049553826,0.0,0.992688044547329,-4.3729289783026895
2,0.3,-0.07729582221945139,-0.09161772959998196,0.305321704226854,0.0,0.9979825660416093,-4.296634724824719
