ky_index,ky,growth_rate,frequency,kperp2_average,quasilinear_contribution,raw_final_amplitude,log_normalization
0,0.1,0.0014278712450036225,-0.046589981281516986,0.0425186352464411,0.03358224544823687,0.9958321230201167,-3.434691075764248
1,0.2,-0.0008187790663053875,-0.08941705263713037,0.15545928869557837,0.0,0.9993693928531546,-3.742001180906529
2,0.3,-0.0016799863025977943,-0.11276094515941605,0.27894906158434285,0.0,1.002298002297792,-3.799160026438137
