case,ky,z_index,z,theta,phi,B,F,G,E_y,D_x,D_y,g_xx,g_xy,g_yy,kperp2,bessel_j0_rms_over_mu,gamma0_mean_over_species,magnetic_drift_frequency_rms_over_velocity,maxwellian_mean_over_velocity,drive_factor_mean_over_velocity,field_denominator_real,field_denominator_imag,ion_polarization_real,electron_response
gkw_fd_16x8,0.3,20,-0.421875,-2.650718801466388,-18.5,0.9914,0.0019607888988921506,0.05075581245013192,0.04391,0.04754,0.14191,0.5953,0.7669,2.639,0.23750999999999997,0.9432960683577929,0.889426913532775,0.0943023857229198,0.04012630810432319,3.4469570312499984,-1.110573086467225,0.0,-0.11057308646722497,1.0
gkw_fd_16x8,0.3,21,-0.41796875,-2.6261751088602177,-18.31,0.9194,0.0019607888988921506,0.015989372574145334,0.05152,0.01672,0.16592,0.6259,0.9334,2.743,0.24686999999999998,0.9368389143897757,0.8687482299770022,0.1084865556345256,0.04149598281451902,3.2318007812499996,-1.1312517700229978,0.0,-0.13125177002299782,1.0
gkw_fd_16x8,0.3,22,-0.4140625,-2.6016314162540475,-18.12,0.9551,0.0019607888988921506,-0.05175493954695623,-0.1294,-0.06339,-0.20049,0.8212,1.079,2.529,0.22760999999999998,0.943579119568216,0.8861497192913366,0.13214764323228964,0.04080209105563413,3.3384824218749993,-1.1138502807086634,0.0,-0.11385028070866343,1.0
gkw_fd_16x8,0.3,23,-0.41015625,-2.5770877236478773,-17.94,1.081,0.0019607888988921506,-0.06251514581879983,-0.2624,-0.07626,-0.47930000000000006,1.799,2.615,4.451,0.40058999999999995,0.9147275034479829,0.8486810809151275,0.32496432827126004,0.038575828556461994,3.7147070312499997,-1.1513189190848725,0.0,-0.1513189190848725,1.0
gkw_fd_16x8,0.3,24,-0.40625,-2.552544031041707,-17.78,1.213,0.0019607888988921506,-0.051446717842591715,-0.2814,-0.0619,-0.5266,3.597,6.314,11.49,1.0341,0.8235771375393809,0.7255896211773496,0.3676791705717325,0.03655723374972898,4.10916015625,-1.2744103788226504,0.0,-0.2744103788226504,1.0
gkw_fd_16x8,0.3,25,-0.40234375,-2.5280003384355365,-17.62,1.283,0.0019607888988921506,0.004737679390406571,-0.1266,0.02599,-0.22086,4.542,9.284,19.34,1.7406,0.7495718106635169,0.6312779157698254,0.15661149958261392,0.035596804518742,4.31833984375,-1.3687220842301746,0.0,-0.3687220842301746,1.0
gkw_fd_16x8,0.3,26,-0.3984375,-2.5034566458293663,-17.46,1.196,0.0019607888988921506,0.054159144580672766,-0.02832,0.06119,-0.019450000000000002,2.525,5.688,13.38,1.2042,0.7987406369725165,0.6858387165805784,0.013529160284454327,0.03680130564368084,4.058359374999999,-1.3141612834194216,0.0,-0.3141612834194216,1.0
gkw_fd_16x8,0.3,27,-0.39453125,-2.478912953223196,-17.29,1.07,0.0019607888988921506,0.057739153120059165,0.05495,0.08272,0.15635,1.136,2.63,7.091,0.63819,0.8693534780203098,0.7715270076479561,0.105744561248088,0.03875771940536873,3.6818359375,-1.2284729923520439,0.0,-0.22847299235204388,1.0
gkw_fd_16x8,0.3,28,-0.390625,-2.454369260617026,-17.11,0.9534,0.0019607888988921506,0.048539704235800805,0.0206,0.03026,0.09970000000000001,0.7259,1.3,3.581,0.32228999999999997,0.9216644529231325,0.8441366757030884,0.06568947735441424,0.040834461131152536,3.33340234375,-1.1558633242969116,0.0,-0.15586332429691163,1.0
gkw_fd_16x8,0.3,29,-0.38671875,-2.429825568010856,-16.91,0.9206,0.0019607888988921506,-0.015307822770969376,-0.04356,-0.02338,-0.024380000000000002,0.7298,1.126,2.899,0.26091,0.9335468083074513,0.862419324228764,0.015945136936107596,0.04147216814776555,3.23538671875,-1.1375806757712361,0.0,-0.137580675771236,1.0
gkw_fd_16x8,0.3,30,-0.3828125,-2.405281875404685,-16.72,0.9912,0.0019607888988921506,-0.05274764879636637,-0.1106,-0.04308,-0.16707,0.6282,0.8589,2.739,0.24650999999999998,0.9412504843798342,0.8855711316406756,0.1110167853528322,0.040129952429451055,3.4463593749999992,-1.1144288683593244,0.0,-0.11442886835932442,1.0
gkw_fd_16x8,0.3,31,-0.37890625,-2.380738182798515,-16.54,1.112,0.0019607888988921506,-0.05688998252068621,-0.2092,-0.07434,-0.37539999999999996,0.7412,0.4066,1.892,0.17028,0.9630810752185239,0.9345703711961016,0.25628839296353917,0.03807515507253202,3.80734375,-1.0654296288038982,0.0,-0.06542962880389835,1.0
gkw_fd_16x8,0.3,32,-0.375,-2.356194490192345,-16.37,1.222,0.0019607888988921506,-0.03502607392597585,-0.2126,-0.06437,-0.3896,1.44,0.4036,1.151,0.10359,0.9792637086380901,0.9661998783345294,0.27256677394949047,0.036429785558732275,4.1360546875,-1.0338001216654706,0.0,-0.03380012166547064,1.0
gkw_fd_16x8,0.3,33,-0.37109375,-2.3316507975861747,-16.21,1.258,0.0019607888988921506,0.010656276331300554,-0.2316,-0.03422,-0.4296,2.421,1.461,1.535,0.13815,0.9732790029372845,0.9577473100646295,0.3029532228207912,0.0359318391079786,4.2436328125,-1.0422526899353706,0.0,-0.04225268993537046,1.0
gkw_fd_16x8,0.3,34,-0.3671875,-2.3071071049800045,-16.04,1.17,0.0019607888988921506,0.05642927273516472,-0.1991,0.0008658,-0.3594,2.489,2.774,3.643,0.32787,0.934248021446786,0.8903198235091379,0.24855467513829982,0.037183261805757005,3.9806640625000003,-1.1096801764908621,0.0,-0.10968017649086215,1.0
gkw_fd_16x8,0.3,35,-0.36328125,-2.282563412373834,-15.88,1.034,0.0019607888988921506,0.061815484325164045,-0.03615,0.06546,-0.02255,1.684,2.764,5.173,0.46557,0.8981669108464352,0.8139051894596928,0.01512887077974009,0.039369165346097475,3.5742578124999995,-1.186094810540307,0.0,-0.1860948105403072,1.0
gkw_fd_16x8,0.3,36,-0.359375,-2.2580197197676637,-15.7,0.9388,0.0019607888988921506,0.026722033309602808,0.1322,0.08486,0.3248,1.056,2.134,5.146,0.46314,0.889468603633201,0.7822655276223764,0.21329960904244963,0.04111520117533184,3.289773437499999,-1.2177344723776236,0.0,-0.21773447237762356,1.0
gkw_fd_16x8,0.3,37,-0.35546875,-2.2334760271614935,-15.51,0.9441,0.0019607888988921506,-0.02817482289409072,-0.03325,-0.02368,-0.006850000000000002,0.9358,1.968,5.092,0.45827999999999997,0.8910543355985061,0.7861375707774255,0.0045038361623796225,0.04101271805415998,3.3056113281249995,-1.2138624292225746,0.0,-0.21386242922257448,1.0
gkw_fd_16x8,0.3,38,-0.3515625,-2.2089323345553233,-15.33,1.021,0.0019607888988921506,-0.044989650950220235,-0.09038,-0.05293,-0.12972,1.04,2.506,7.036,0.6332399999999999,0.8648547777530866,0.7551807481803317,0.08677633675302374,0.0395962532387543,3.53541015625,-1.2448192518196683,0.0,-0.24481925181966835,1.0
gkw_fd_16x8,0.3,39,-0.34765625,-2.184388641949153,-15.16,1.114,0.0019607888988921506,-0.0397927382436567,-0.176,-0.08687,-0.3091,1.087,3.053,9.713,0.8741699999999999,0.8351313466556872,0.7251113225339628,0.21111905955432483,0.03804344410792085,3.8133203124999997,-1.2748886774660373,0.0,-0.2748886774660372,1.0
gkw_fd_16x8,0.3,40,-0.34375,-2.1598449493429825,-15.0,1.18,0.0019607888988921506,-0.01245554212874608,-0.2525,-0.1051,-0.4667,0.9354,2.975,10.95,0.9854999999999999,0.826494921412061,0.7241053648315819,0.3234793613785011,0.037035093483530825,4.010546874999999,-1.275894635168418,0.0,-0.27589463516841806,1.0
gkw_fd_16x8,0.3,41,-0.33984375,-2.1353012567368124,-14.84,1.145,0.0019607888988921506,0.042597149768719526,-0.2414,-0.0924,-0.4423,0.456,1.359,6.927,0.6234299999999999,0.8793662123168858,0.7995701584773115,0.30419050422721444,0.0375607711594977,3.9059570312499994,-1.2004298415226886,0.0,-0.2004298415226885,1.0
gkw_fd_16x8,0.3,42,-0.3359375,-2.110757564130642,-14.67,1.04,0.0019607888988921506,0.03836829228340228,-0.1532,-0.08244,-0.2572,0.4815,0.3121,2.448,0.22032,0.9495598983872692,0.9055095261624281,0.1727884727991878,0.039265499263877804,3.5921874999999996,-1.0944904738375718,0.0,-0.09449047383757192,1.0
gkw_fd_16x8,0.3,43,-0.33203125,-2.086213871524472,-14.5,0.9988,0.0019607888988921506,0.009724575430051069,-0.1414,-0.04815,-0.22952,1.334,0.9655,1.447,0.13023,0.9684120988383431,0.9378110897096533,0.15277481637607876,0.039992068633540975,3.4690703125000004,-1.0621889102903466,0.0,-0.06218891029034668,1.0
gkw_fd_16x8,0.3,44,-0.328125,-2.061670178918302,-14.33,0.9867,0.0019607888988921506,-0.0014001371340692996,-0.02601,0.03457,0.002610000000000001,2.754,2.875,3.354,0.30186,0.9286139175509144,0.8615458609326987,0.0017325739256989253,0.04021217711077264,3.4329121093749997,-1.1384541390673013,0.0,-0.1384541390673013,1.0
gkw_fd_16x8,0.3,45,-0.32421875,-2.0371264863121317,-14.16,1.009,0.0019607888988921506,-0.016968703207536427,0.1032,0.09302,0.2586,3.963,4.699,5.829,0.5246099999999999,0.8841844360062793,0.7857477920116336,0.17252574804841878,0.039808934135629206,3.499550781249999,-1.2142522079883664,0.0,-0.21425220798836642,1.0
gkw_fd_16x8,0.3,46,-0.3203125,-2.012582793705961,-14.0,1.049,0.0019607888988921506,-0.02313277480375132,0.1008,0.06292,0.2499,4.948,6.232,8.072,0.7264799999999999,0.8514861669856976,0.7385695499534402,0.16822303467154603,0.039111334000639854,3.6190820312499996,-1.2614304500465598,0.0,-0.26143045004655985,1.0
gkw_fd_16x8,0.3,47,-0.31640625,-1.9880391010997909,-13.84,1.087,0.0019607888988921506,-0.003957225548580891,0.0287,0.001393,0.10244,5.684,7.561,10.27,0.9242999999999999,0.8239445183737868,0.7024044419701563,0.06954728003353176,0.03847756235575217,3.73263671875,-1.2975955580298437,0.0,-0.2975955580298437,1.0
gkw_fd_16x8,0.3,48,-0.3125,-1.9634954084936207,-13.68,1.061,0.0019607888988921506,0.02048432566007006,-0.05451,-0.05639,-0.061821,5.181,7.265,10.41,0.9369,0.8185058150896815,0.6884577707357589,0.04172744356216907,0.03890823393282623,3.6549414062499994,-1.3115422292642411,0.0,-0.31154222926424113,1.0
gkw_fd_16x8,0.3,49,-0.30859375,-1.9389517158874505,-13.52,1.022,0.0019607888988921506,0.01877056845055023,-0.1333,-0.09141,-0.21563,4.196,6.196,9.399,0.8459099999999999,0.8277593640179417,0.6946412197155121,0.1442782740945516,0.039578663359148045,3.5383984374999997,-1.305358780284488,0.0,-0.30535878028448793,1.0
gkw_fd_16x8,0.3,50,-0.3046875,-1.9144080232812801,-13.36,0.9886,0.0019607888988921506,0.007989247633845849,-0.1314,-0.05206,-0.20834999999999998,3.02,4.82,8.018,0.72162,0.8447593066042329,0.7150578020424402,0.13836622723738665,0.04017740683496862,3.43858984375,-1.2849421979575597,0.0,-0.2849421979575598,1.0
gkw_fd_16x8,0.3,51,-0.30078125,-1.88986433067511,-13.18,0.9947,0.0019607888988921506,-0.007659802357124296,-0.02907,0.03634,-0.004399999999999998,1.55,2.907,6.088,0.54792,0.8781273270480915,0.7727407579246797,0.002926066295813428,0.04006630035576236,3.4568183593749997,-1.2272592420753203,0.0,-0.22725924207532033,1.0
gkw_fd_16x8,0.3,52,-0.296875,-1.8653206380689396,-13.01,1.02,0.0019607888988921506,-0.027821160089726356,0.06151,0.07644,0.17411000000000001,0.5653,1.179,4.301,0.38709,0.912841979567655,0.8374478233095345,0.11644496108219407,0.03961386353738783,3.532421875,-1.1625521766904656,0.0,-0.1625521766904655,1.0
gkw_fd_16x8,0.3,53,-0.29296875,-1.8407769454627694,-12.85,1.119,0.0019607888988921506,-0.05043597575936116,0.01717,0.08469,0.07679,0.4228,-0.01453,2.963,0.26667,0.9435789246938762,0.9015396895611856,0.05250702590274889,0.037964473562743975,3.8282617187499994,-1.0984603104388144,0.0,-0.09846031043881442,1.0
gkw_fd_16x8,0.3,54,-0.2890625,-1.8162332528565992,-12.69,1.177,0.0019607888988921506,0.0022589408893517056,0.02056,0.1131,0.07951,0.9198,-0.4781,1.755,0.15794999999999998,0.9675152021493051,0.9453540153497232,0.055073303244638404,0.03707937668731923,4.00158203125,-1.0546459846502767,0.0,-0.05464598465027681,1.0
gkw_fd_16x8,0.3,55,-0.28515625,-1.7916895602504288,-12.52,1.132,0.0019607888988921506,0.03260616488587664,0.0533,0.08637,0.14806999999999998,1.186,-0.2332,1.127,0.10142999999999999,0.9781042033420995,0.9615723049831089,0.10154027460702893,0.037761180120227375,3.867109374999999,-1.0384276950168911,0.0,-0.03842769501689114,1.0
gkw_fd_16x8,0.3,56,-0.28125,-1.7671458676442586,-12.36,1.042,0.0019607888988921506,0.0465042778641324,0.05637,0.06481,0.16167,1.127,0.1905,0.9964,0.08967599999999999,0.9789537623891377,0.9599539475450201,0.10865952716566589,0.03923110259259074,3.5981640625,-1.04004605245498,0.0,-0.04004605245497994,1.0
gkw_fd_16x8,0.3,57,-0.27734375,-1.7426021750380885,-12.18,0.9594,0.0019607888988921506,0.033576510321332596,0.03599,0.03678,0.12974,1.004,0.5071,1.173,0.10557,0.9732266358964419,0.9450428109952309,0.08559740090405439,0.04072050725384681,3.3513320312499992,-1.054957189004769,0.0,-0.05495718900476909,1.0
gkw_fd_16x8,0.3,58,-0.2734375,-1.718058482431918,-12.0,0.9291,0.0019607888988921506,-0.010321749077109865,-0.05291,-0.06898,-0.044218999999999994,1.022,0.608,1.206,0.10854,0.9716165609076031,0.9399948478879628,0.028975750699451998,0.041304472252510355,3.260787109374999,-1.060005152112037,0.0,-0.06000515211203716,1.0
gkw_fd_16x8,0.3,59,-0.26953125,-1.6935147898257479,-11.81,1.008,0.0019607888988921506,-0.061315721897928395,-0.1958,-0.07567,-0.3393,1.543,1.405,1.939,0.17451,0.9584374563229134,0.9194011958800357,0.22631420430651514,0.03982679210249047,3.4965625,-1.0805988041199643,0.0,-0.08059880411996434,1.0
gkw_fd_16x8,0.3,60,-0.265625,-1.6689710972195777,-11.64,1.137,0.0019607888988921506,-0.055820989950380644,-0.1939,-0.001701,-0.3467,2.272,3.271,5.277,0.47493,0.9048590691329189,0.8392307401582678,0.23801748464608627,0.03768376163400862,3.8820507812499994,-1.1607692598417323,0.0,-0.16076925984173218,1.0
gkw_fd_16x8,0.3,61,-0.26171875,-1.6444274046134073,-11.48,1.244,0.0019607888988921506,-0.027280217788230525,-0.1676,0.02292,-0.3008,2.4,4.753,10.06,0.9054,0.8451387108642039,0.7624262447264624,0.211468526685003,0.03612326821083684,4.201796874999999,-1.2375737552735377,0.0,-0.23757375527353763,1.0
gkw_fd_16x8,0.3,62,-0.2578125,-1.6198837120072371,-11.32,1.241,0.0019607888988921506,0.027537326625094005,-0.04445,0.06518,-0.054398,1.558,3.738,9.959,0.8963099999999999,0.8461329483657108,0.7634283613379248,0.03821754468580088,0.03616465223224827,4.192832031250001,-1.2365716386620753,0.0,-0.2365716386620752,1.0
gkw_fd_16x8,0.3,63,-0.25390625,-1.5953400194010667,-11.15,1.142,0.0019607888988921506,0.052221603097209655,-0.03523,0.06859,-0.029678999999999997,0.7911,1.782,5.662,0.5095799999999999,0.8989926550299945,0.8304004874895745,0.020398014179061272,0.03760676646171114,3.8969921875,-1.1695995125104255,0.0,-0.1695995125104255,1.0
gkw_fd_16x8,0.3,64,-0.25,-1.5707963267948966,-10.97,1.016,0.0019607888988921506,0.05943196239424261,0.01708,0.05515,0.08572,0.5933,0.8391,2.925,0.26325,0.9389287277637292,0.8838647098919272,0.0572782243936967,0.03968450959522578,3.5204687499999996,-1.1161352901080728,0.0,-0.11613529010807278,1.0
gkw_fd_16x8,0.3,65,-0.24609375,-1.5462526341887264,-10.78,0.9318,0.0019607888988921506,0.022176246691176137,0.01157,0.03335,0.08437,0.7188,0.8057,2.111,0.18999000000000002,0.9513703855603652,0.8990476899893527,0.05531944465845372,0.041251565196436926,3.26885546875,-1.1009523100106473,0.0,-0.1009523100106473,1.0
gkw_fd_16x8,0.3,66,-0.2421875,-1.521708941582556,-10.59,0.937,0.0019607888988921506,-0.029315029350742077,-0.04468,-0.02375,-0.0288,0.7196,0.6847,1.872,0.16848,0.9568944859047553,0.9106027812302924,0.018905605319345695,0.0411501560869117,3.2843945312499994,-1.0893972187697076,0.0,-0.08939721876970763,1.0
gkw_fd_16x8,0.3,67,-0.23828125,-1.4971652489763858,-10.4,1.036,0.0019607888988921506,-0.062683626978801,-0.1433,-0.07748,-0.23708,0.9835,0.4028,1.257,0.11312999999999998,0.9734259754233503,0.9493213812307197,0.15912906745044564,0.03933453038085033,3.5802343750000007,-1.0506786187692803,0.0,-0.05067861876928026,1.0
gkw_fd_16x8,0.3,68,-0.234375,-1.4726215563702154,-10.23,1.17,0.0019607888988921506,-0.057094066419924365,-0.1911,-0.0672,-0.3434,2.178,0.8585,0.9666,0.086994,0.9817717940678286,0.9689689132754564,0.23748935849330033,0.037183261805757005,3.9806640625000003,-1.0310310867245436,0.0,-0.031031086724543577,1.0
gkw_fd_16x8,0.3,69,-0.23046875,-1.4480778637640452,-10.07,1.274,0.0019607888988921506,-0.01834230165240874,-0.199,-0.04155,-0.3653,4.353,2.566,1.885,0.16965,0.9677583880117302,0.9497284582978212,0.2585202087249509,0.03571642739015155,4.2914453125,-1.0502715417021788,0.0,-0.050271541702178846,1.0
gkw_fd_16x8,0.3,70,-0.2265625,-1.423534171157875,-9.908,1.236,0.0019607888988921506,0.0421354674687399,-0.1299,0.05056,-0.22503,4.058,3.472,3.347,0.30123,0.9423665536104537,0.9083176414620204,0.15792105135157306,0.03623391390893537,4.177890625,-1.0916823585379796,0.0,-0.09168235853797957,1.0
gkw_fd_16x8,0.3,71,-0.22265625,-1.3989904785517047,-9.744,1.117,0.0019607888988921506,0.05796974585900364,-0.07895,0.07312,-0.11532,2.16,2.484,3.435,0.30915,0.9350121633791786,0.8868711281945002,0.07881768560405578,0.03799600931490838,3.8222851562499995,-1.1131288718055,0.0,-0.1131288718054998,1.0
gkw_fd_16x8,0.3,72,-0.21875,-1.3744467859455345,-9.57,0.9767,0.0019607888988921506,0.06746590082488294,0.02767,0.07327,0.11109,0.9356,1.255,2.702,0.24317999999999998,0.9411872618952439,0.8839073453364237,0.07357843794478208,0.040396470160248124,3.4030292968749998,-1.1160926546635763,0.0,-0.11609265466357632,1.0
gkw_fd_16x8,0.3,73,-0.21484375,-1.3499030933393643,-9.381,0.9152,0.0019607888988921506,-0.009023495778327876,0.03248,0.003821,0.12844,0.6311,0.7202,2.149,0.19341,0.9496770500318057,0.8939313018394417,0.0839009047791581,0.04157960898747235,3.2192499999999993,-1.1060686981605583,0.0,-0.1060686981605583,1.0
gkw_fd_16x8,0.3,74,-0.2109375,-1.325359400733194,-9.19,0.9721,0.0019607888988921506,-0.04095398990842328,-0.08321,-0.04434,-0.11016000000000001,0.6148,0.7626,2.483,0.22347,0.945475854004265,0.8915902396426499,0.0728870832415519,0.0404819806085398,3.3892832031249993,-1.10840976035735,0.0,-0.10840976035735006,1.0
gkw_fd_16x8,0.3,75,-0.20703125,-1.3008157081270237,-9.008,1.07,0.0019607888988921506,-0.053639210615438825,-0.1215,-0.07635,-0.1966,0.4511,0.6083,3.359,0.30230999999999997,0.933740681011765,0.8801422443826681,0.13296693790453534,0.03875771940536873,3.6818359375,-1.119857755617332,0.0,-0.11985775561733192,1.0
gkw_fd_16x8,0.3,76,-0.203125,-1.2762720155208536,-8.837,1.176,0.0019607888988921506,-0.03693595144720774,-0.1546,-0.0747,-0.2708,0.3208,0.1996,4.439,0.39951,0.921304410862134,0.8700281783173116,0.1875303443493252,0.03709416952088866,3.9985937500000004,-1.1299718216826884,0.0,-0.1299718216826884,1.0
gkw_fd_16x8,0.3,77,-0.19921875,-1.2517283229146832,-8.673,1.228,0.0019607888988921506,-0.0012384720900259283,-0.2005,-0.07501,-0.3658,0.4152,-0.4429,4.108,0.36971999999999994,0.9296731182093214,0.8879550949249763,0.2562562948098204,0.03634548834712775,4.153984375,-1.1120449050750238,0.0,-0.11204490507502374,1.0
gkw_fd_16x8,0.3,78,-0.1953125,-1.227184630308513,-8.511,1.161,0.0019607888988921506,0.052659605785805134,-0.2072,-0.0775,-0.375,0.9455,-0.4797,1.669,0.15021,0.9686492697865186,0.9465389706996405,0.2588249534613351,0.03731798698141766,3.9537695312500007,-1.0534610293003595,0.0,-0.05346102930035945,1.0
gkw_fd_16x8,0.3,79,-0.19140625,-1.2026409377023426,-8.344,1.052,0.0019607888988921506,0.03664081124970344,-0.1821,-0.04858,-0.31620000000000004,1.628,0.5444,0.8629,0.077661,0.98190008679607,0.965818960760859,0.21299665375393165,0.039060297807574515,3.628046875,-1.034181039239141,0.0,-0.03418103923914095,1.0
gkw_fd_16x8,0.3,80,-0.1875,-1.1780972450961724,-8.169,0.9872,0.0019607888988921506,0.032884715052924875,-0.04684,0.06941,-0.039113999999999996,2.102,1.763,1.942,0.17478,0.9575315711803263,0.9160707535212881,0.025967627359099157,0.040203019484711805,3.434406249999999,-1.083929246478712,0.0,-0.08392924647871192,1.0
gkw_fd_16x8,0.3,81,-0.18359375,-1.1535535524900022,-7.991,0.9498,0.0019607888988921506,-0.005476558292483473,0.0645,0.07145,0.1879,2.074,2.19,2.748,0.24732,0.9386422443900266,0.8760036043692688,0.12370171995695833,0.04090322770990945,3.32264453125,-1.1239963956307313,0.0,-0.12399639563073117,1.0
gkw_fd_16x8,0.3,82,-0.1796875,-1.1290098598838318,-7.818,0.9995,0.0019607888988921506,-0.034285517402122774,0.02016,0.002679,0.09353,2.546,2.895,3.683,0.33147,0.9230428571682753,0.8529691609389115,0.06226592035746277,0.03997943057536648,3.4711621093749994,-1.1470308390610886,0.0,-0.1470308390610885,1.0
gkw_fd_16x8,0.3,83,-0.17578125,-1.1044661672776617,-7.654,1.067,0.0019607888988921506,-0.031664795318200746,-0.03552,-0.05828,-0.024300000000000002,3.253,4.011,5.296,0.47664,0.8988918558318146,0.8200375303476389,0.016423851495348283,0.03880772015809038,3.6728710937499995,-1.1799624696523612,0.0,-0.17996246965236107,1.0
gkw_fd_16x8,0.3,84,-0.171875,-1.0799224746714913,-7.494,1.119,0.0019607888988921506,-0.009655522375679626,-0.09012,-0.09751,-0.13778,3.447,4.612,6.536,0.58824,0.8830502672949938,0.801601339365236,0.0942104183992804,0.037964473562743975,3.8282617187499994,-1.1983986606347639,0.0,-0.19839866063476397,1.0
gkw_fd_16x8,0.3,85,-0.16796875,-1.055378782065321,-7.336,1.099,0.0019607888988921506,0.024544579339057734,-0.1523,-0.1297,-0.2606,2.561,3.802,6.114,0.55026,0.8879998590021756,0.8066515926406849,0.17739811867785552,0.038283004352464185,3.7684960937499987,-1.193348407359315,0.0,-0.19334840735931513,1.0
gkw_fd_16x8,0.3,86,-0.1640625,-1.030835089459151,-7.174,1.034,0.0019607888988921506,0.03209127929065447,-0.06012,-0.04072,-0.07054,1.409,2.416,4.901,0.44109,0.903023358543965,0.822283642996024,0.04732552305112487,0.039369165346097475,3.5742578124999995,-1.177716357003976,0.0,-0.17771635700397603,1.0
gkw_fd_16x8,0.3,87,-0.16015625,-1.0062913968529805,-7.007,0.9852,0.0019607888988921506,0.012805574746948958,-0.01685,-0.003275,0.021079999999999998,0.5597,0.8985,3.177,0.28593,0.9320490496840185,0.8677287117519745,0.013988641838765766,0.040239682422033726,3.4284296874999995,-1.1322712882480255,0.0,-0.13227128824802548,1.0
gkw_fd_16x8,0.3,88,-0.15625,-0.9817477042468103,-6.836,0.9841,0.0019607888988921506,-0.010122384231015838,-0.01784,0.0007953,0.01922,0.5381,-0.1125,1.824,0.16416,0.9598990972134631,0.9203891136083994,0.012751198836089672,0.04025988395631551,3.4251425781249996,-1.0796108863916007,0.0,-0.07961088639160063,1.0
gkw_fd_16x8,0.3,89,-0.15234375,-0.9572040116406401,-6.669,1.024,0.0019607888988921506,-0.029598160767249856,-0.006942,0.03073,0.036788,1.352,-0.5262,0.9811,0.08829899999999999,0.9789134099432478,0.9591947951907676,0.024625932509162923,0.03954354472293738,3.544375,-1.0408052048092324,0.0,-0.04080520480923244,1.0
gkw_fd_16x8,0.3,90,-0.1484375,-0.9326603190344698,-6.506,1.092,0.0019607888988921506,-0.028093623111532077,0.0173,0.1251,0.07917,2.526,-0.3927,0.5335,0.048014999999999995,0.9891512795813018,0.9801679400669477,0.053809174978201035,0.03839617848007083,3.7475781250000004,-1.0198320599330524,0.0,-0.01983205993305226,1.0
gkw_fd_16x8,0.3,91,-0.14453125,-0.9081166264282996,-6.347,1.118,0.0019607888988921506,0.006609687910095931,0.03986,0.103,0.12228,3.472,-0.01802,0.3599,0.032390999999999996,0.992829025697315,0.9871678274516598,0.08359327328505277,0.03798023271308872,3.8252734375000004,-1.0128321725483402,0.0,-0.012832172548340237,1.0
gkw_fd_16x8,0.3,92,-0.140625,-0.8835729338221293,-6.189,1.075,0.0019607888988921506,0.028028530869041283,0.04264,0.06071,0.13132,3.418,0.3376,0.3712,0.03340799999999999,0.9923114356039627,0.985700933391296,0.08891532390242181,0.0386747614185667,3.6967773437499996,-1.014299066608704,0.0,-0.014299066608703948,1.0
gkw_fd_16x8,0.3,93,-0.13671875,-0.859029241215959,-6.025,1.008,0.0019607888988921506,0.036127441830623934,0.01941,0.002776,0.0912,2.704,0.5251,0.4774,0.042966,0.9894800989431665,0.979188025703639,0.06083069682509337,0.03982679210249047,3.4965625,-1.020811974296361,0.0,-0.020811974296360947,1.0
gkw_fd_16x8,0.3,94,-0.1328125,-0.8344855486097889,-5.853,0.9527,0.0019607888988921506,0.009631823964839959,-0.02264,-0.06513,0.013310000000000002,2.148,0.581,0.5796,0.052163999999999995,0.9865211840386112,0.9718734119224475,0.008768197498084978,0.04084780916572428,3.331310546874999,-1.0281265880775525,0.0,-0.028126588077552528,1.0
gkw_fd_16x8,0.3,95,-0.12890625,-0.8099418560036186,-5.676,0.9811,0.0019607888988921506,-0.029683735604252786,-0.1329,-0.07884,-0.21056,2.151,0.9922,0.9053,0.081477,0.9796780902423902,0.9589892291684894,0.13959852102459158,0.04031511266824789,3.416177734375,-1.0410107708315106,0.0,-0.04101077083151061,1.0
gkw_fd_16x8,0.3,96,-0.125,-0.7853981633974483,-5.5,1.042,0.0019607888988921506,-0.03449754552859157,-0.1206,0.04026,-0.19226,1.684,1.562,2.094,0.18846,0.9566511257514145,0.9185998105002289,0.12921927811511674,0.03923110259259074,3.5981640625,-1.0814001894997711,0.0,-0.08140018949977113,1.0
gkw_fd_16x8,0.3,97,-0.12109375,-0.760854470791278,-5.333,1.145,0.0019607888988921506,-0.05345280379966427,-0.09486,0.08169,-0.14912999999999998,0.983,1.707,4.297,0.38672999999999996,0.9217261847265894,0.867568845296945,0.10256371217590884,0.0375607711594977,3.9059570312499994,-1.132431154703055,0.0,-0.132431154703055,1.0
gkw_fd_16x8,0.3,98,-0.1171875,-0.7363107781851077,-5.17,1.225,0.0019607888988921506,-0.006946776995546136,-0.1093,0.07503,-0.18318,0.4295,1.021,5.92,0.5327999999999999,0.9013038579802262,0.8439494977619774,0.12823910855012816,0.03638757053910893,4.14501953125,-1.1560505022380227,0.0,-0.15605050223802264,1.0
gkw_fd_16x8,0.3,99,-0.11328125,-0.7117670855789375,-5.006,1.186,0.0019607888988921506,0.03422725926019267,-0.0524,0.07431,-0.06697,0.3095,0.2198,4.698,0.42282000000000003,0.9177139689059584,0.8653168622472022,0.04648016929300458,0.03694695368642633,4.0284765625,-1.134683137752798,0.0,-0.13468313775279783,1.0
