ky_index,ky,growth_rate,frequency,kperp2_average,quasilinear_contribution,raw_final_amplitude,log_normalization
0,0.1,0.1296489000018489,-2.955243245373457,0.04882579325986225,2.65533627501292,1.0136960789803735,11.549809637495876
1,0.2,0.20746728615465676,-3.1045616489648546,0.18530315552890467,1.119610108966413,1.020525026467488,23.645876305608333
2,0.3,0.2567678446022674,-3.2460936579444257,0.3359889192418872,0.7642152163257782,1.025806822626728,35.195411695063214
